Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Screen_Passes,Short_Passes,Medium_Passes,Long_Passes,Deep_Passes,Third_Down_Passes,Accuracy,Timing,Sense_Rush,Read_Defense,Two_Minute_Offense,Run_Frequency,Kick_Holding,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Screen_PassesZ,Short_PassesZ,Medium_PassesZ,Long_PassesZ,Deep_PassesZ,Third_Down_PassesZ,AccuracyZ,TimingZ,Sense_RushZ,Read_DefenseZ,Two_Minute_OffenseZ,Run_FrequencyZ,Kick_HoldingZ,PeakCur,PeakCurZ,Ability,Draftable
36,10,108,79,752,464,9,50,42,16,40,26,53,37,20,69,18,34,0,25,69,1.10957004160888,0.228310502283105,0.898502495840267,0.81675392670157,1.38339920948617,0.993377483443711,0.09,0.63,0.42,0.16,0.40,0.26,0.53,0.37,0.20,0.69,0.18,0.34,0.00,0.25,0.69,16,0.16,1,0
28,8,101,69,780,489,1,30,18,7,23,0,28,34,0,66,18,36,0,28,11,0,-0.684931506849315,-0.266222961730448,-0.230366492146597,0.276679841897234,-0.662251655629137,0.01,0.38,0.18,0.07,0.23,0.00,0.28,0.34,0.00,0.66,0.18,0.36,0.00,0.28,0.11,3,0.03,0,0
28,13,105,83,756,490,19,48,69,47,47,67,35,64,35,52,2,6,39,24,69,0,1.59817351598174,0.399334442595675,1.23560209424084,1.22529644268775,-0.728476821192055,0.19,0.60,0.69,0.47,0.47,0.67,0.35,0.64,0.35,0.52,0.02,0.06,0.39,0.24,0.69,21,0.21,1,0
30,16,101,72,744,463,31,47,12,29,0,25,39,15,46,4,43,1,32,54,37,0.277392510402219,2.96803652968037,-0.266222961730448,0.0837696335078531,1.699604743083,1.05960264900662,0.31,0.59,0.12,0.29,0.00,0.25,0.39,0.15,0.46,0.04,0.43,0.01,0.32,0.54,0.37,17,0.17,1,0
17,9,105,73,798,484,22,29,17,0,16,8,17,34,0,34,0,0,0,47,30,-1.52565880721221,-0.228310502283105,0.399334442595675,0.18848167539267,-0.434782608695653,-0.331125827814568,0.22,0.36,0.17,0.00,0.16,0.08,0.17,0.34,0.00,0.34,0.00,0.00,0.00,0.47,0.30,6,0.06,0,0
28,7,111,83,803,457,33,44,21,67,48,25,0,19,13,61,0,1,0,69,32,0,-1.14155251141553,1.39767054908486,1.23560209424084,-0.632411067193673,1.4569536423841,0.33,0.55,0.21,0.67,0.48,0.25,0.00,0.19,0.13,0.61,0.00,0.01,0.00,0.69,0.32,38,0.38,2,0
15,10,106,80,822,484,6,28,0,4,34,36,0,0,11,69,1,0,16,52,69,-1.80305131761442,0.228310502283105,0.565723793677206,0.921465968586387,-1.38339920948617,-0.331125827814568,0.06,0.35,0.00,0.04,0.34,0.36,0.00,0.00,0.11,0.69,0.01,0.00,0.16,0.52,0.69,4,0.04,0,0
20,6,98,68,831,484,17,20,1,3,0,0,0,9,48,0,4,0,13,58,14,-1.10957004160888,-1.59817351598174,-0.765391014975041,-0.335078534031414,-1.73913043478261,-0.331125827814568,0.17,0.25,0.01,0.03,0.00,0.00,0.00,0.09,0.48,0.00,0.04,0.00,0.13,0.58,0.14,5,0.05,0,0
31,7,95,59,780,476,12,29,27,0,0,28,0,9,0,5,18,0,2,69,69,0.416088765603329,-1.14155251141553,-1.26455906821963,-1.27748691099476,0.276679841897234,0.198675496688743,0.12,0.36,0.27,0.00,0.00,0.28,0.00,0.09,0.00,0.05,0.18,0.00,0.02,0.69,0.69,6,0.06,0,0
27,11,98,77,735,465,1,42,53,33,0,34,34,26,0,69,41,49,30,69,0,-0.13869625520111,0.684931506849315,-0.765391014975041,0.607329842931937,2.05533596837945,0.927152317880793,0.01,0.53,0.53,0.33,0.00,0.34,0.34,0.26,0.00,0.69,0.41,0.49,0.30,0.69,0.00,4,0.04,0,0
28,10,93,63,780,496,37,32,0,3,0,1,3,0,0,16,47,0,14,24,69,0,0.228310502283105,-1.59733777038269,-0.858638743455498,0.276679841897234,-1.12582781456954,0.37,0.40,0.00,0.03,0.00,0.01,0.03,0.00,0.00,0.16,0.47,0.00,0.14,0.24,0.69,12,0.12,0,0
24,8,111,58,804,484,12,31,5,9,53,0,37,0,10,9,0,49,20,31,42,-0.554785020804438,-0.684931506849315,1.39767054908486,-1.38219895287958,-0.671936758893277,-0.331125827814568,0.12,0.39,0.05,0.09,0.53,0.00,0.37,0.00,0.10,0.09,0.00,0.49,0.20,0.31,0.42,2,0.02,0,0
28,10,98,69,780,484,11,34,30,7,1,17,21,17,0,0,16,12,7,8,69,0,0.228310502283105,-0.765391014975041,-0.230366492146597,0.276679841897234,-0.331125827814568,0.11,0.43,0.30,0.07,0.01,0.17,0.21,0.17,0.00,0.00,0.16,0.12,0.07,0.08,0.69,30,0.30,1,0
35,10,109,57,760,456,19,51,41,52,65,69,66,34,19,69,44,36,58,58,48,0.970873786407767,0.228310502283105,1.0648918469218,-1.4869109947644,1.06719367588933,1.52317880794702,0.19,0.64,0.41,0.52,0.65,0.69,0.66,0.34,0.19,0.69,0.44,0.36,0.58,0.58,0.48,30,0.30,1,0
28,12,100,67,809,498,24,36,16,29,0,13,20,60,0,36,0,13,5,0,31,0,1.14155251141553,-0.432612312811979,-0.439790575916231,-0.869565217391303,-1.25827814569537,0.24,0.45,0.16,0.29,0.00,0.13,0.20,0.60,0.00,0.36,0.00,0.13,0.05,0.00,0.31,11,0.11,0,0
32,9,104,55,761,500,46,43,32,20,13,65,18,17,11,12,37,5,34,0,46,0.554785020804438,-0.228310502283105,0.232945091514144,-1.69633507853403,1.02766798418972,-1.39072847682119,0.46,0.54,0.32,0.20,0.13,0.65,0.18,0.17,0.11,0.12,0.37,0.05,0.34,0.00,0.46,22,0.22,1,0
34,8,96,75,798,469,1,36,0,22,0,0,15,19,23,50,12,42,49,69,43,0.832177531206657,-0.684931506849315,-1.0981697171381,0.397905759162303,-0.434782608695653,0.662251655629137,0.01,0.45,0.00,0.22,0.00,0.00,0.15,0.19,0.23,0.50,0.12,0.42,0.49,0.69,0.43,3,0.03,0,0
14,8,96,85,792,481,22,27,17,13,0,5,0,8,52,24,11,11,24,46,19,-1.94174757281553,-0.684931506849315,-1.0981697171381,1.44502617801047,-0.197628458498023,-0.132450331125825,0.22,0.34,0.17,0.13,0.00,0.05,0.00,0.08,0.52,0.24,0.11,0.11,0.24,0.46,0.19,7,0.07,0,0
29,9,96,70,793,492,8,32,10,0,0,18,0,9,0,16,3,21,53,0,20,0.13869625520111,-0.228310502283105,-1.0981697171381,-0.12565445026178,-0.237154150197627,-0.86092715231788,0.08,0.40,0.10,0.00,0.00,0.18,0.00,0.09,0.00,0.16,0.03,0.21,0.53,0.00,0.20,4,0.04,0,0
23,8,97,68,801,484,21,29,1,6,0,0,15,60,30,28,19,0,28,39,18,-0.693481276005548,-0.684931506849315,-0.931780366056571,-0.335078534031414,-0.553359683794465,-0.331125827814568,0.21,0.36,0.01,0.06,0.00,0.00,0.15,0.60,0.30,0.28,0.19,0.00,0.28,0.39,0.18,11,0.11,0,0
23,12,114,67,779,481,13,38,27,0,25,50,14,49,0,57,15,0,16,15,29,-0.693481276005548,1.14155251141553,1.89683860232945,-0.439790575916231,0.316205533596838,-0.132450331125825,0.13,0.48,0.27,0.00,0.25,0.50,0.14,0.49,0.00,0.57,0.15,0.00,0.16,0.15,0.29,12,0.12,0,0
31,8,104,85,774,477,37,42,27,5,7,15,0,1,23,69,41,1,0,18,0,0.416088765603329,-0.684931506849315,0.232945091514144,1.44502617801047,0.513833992094861,0.132450331125831,0.37,0.53,0.27,0.05,0.07,0.15,0.00,0.01,0.23,0.69,0.41,0.01,0.00,0.18,0.00,19,0.19,1,0
29,8,100,69,785,479,31,35,18,30,8,0,0,0,0,0,2,55,49,29,69,0.13869625520111,-0.684931506849315,-0.432612312811979,-0.230366492146597,0.0790513833992113,0,0.31,0.44,0.18,0.30,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.55,0.49,0.29,0.69,8,0.08,0,0
22,7,93,52,810,484,18,20,1,0,0,33,0,38,0,0,9,4,14,28,62,-0.832177531206657,-1.14155251141553,-1.59733777038269,-2.01047120418848,-0.909090909090907,-0.331125827814568,0.18,0.25,0.01,0.00,0.00,0.33,0.00,0.38,0.00,0.00,0.09,0.04,0.14,0.28,0.62,5,0.05,0,0
28,8,106,72,780,484,29,42,22,28,19,43,12,58,12,48,25,14,37,19,48,0,-0.684931506849315,0.565723793677206,0.0837696335078531,0.276679841897234,-0.331125827814568,0.29,0.53,0.22,0.28,0.19,0.43,0.12,0.58,0.12,0.48,0.25,0.14,0.37,0.19,0.48,13,0.13,0,0
18,9,97,75,752,462,9,32,41,41,0,17,0,3,32,5,26,0,19,69,16,-1.3869625520111,-0.228310502283105,-0.931780366056571,0.397905759162303,1.38339920948617,1.12582781456954,0.09,0.40,0.41,0.41,0.00,0.17,0.00,0.03,0.32,0.05,0.26,0.00,0.19,0.69,0.16,4,0.04,0,0
19,7,107,49,780,484,31,27,8,0,18,0,0,12,0,0,34,12,5,27,0,-1.24826629680999,-1.14155251141553,0.732113144758736,-2.32460732984293,0.276679841897234,-0.331125827814568,0.31,0.34,0.08,0.00,0.18,0.00,0.00,0.12,0.00,0.00,0.34,0.12,0.05,0.27,0.00,8,0.08,0,0
28,8,110,83,780,469,49,43,0,28,2,9,0,30,30,34,37,5,19,65,33,0,-0.684931506849315,1.23128119800333,1.23560209424084,0.276679841897234,0.662251655629137,0.49,0.54,0.00,0.28,0.02,0.09,0.00,0.30,0.30,0.34,0.37,0.05,0.19,0.65,0.33,39,0.39,2,0
30,12,110,80,771,474,1,48,29,0,65,28,57,69,57,67,32,61,22,32,53,0.277392510402219,1.14155251141553,1.23128119800333,0.921465968586387,0.632411067193676,0.331125827814568,0.01,0.60,0.29,0.00,0.65,0.28,0.57,0.69,0.57,0.67,0.32,0.61,0.22,0.32,0.53,27,0.27,1,0
39,8,107,58,802,458,23,41,22,32,54,21,0,0,16,9,2,38,19,69,33,1.52565880721221,-0.684931506849315,0.732113144758736,-1.38219895287958,-0.592885375494069,1.39072847682119,0.23,0.51,0.22,0.32,0.54,0.21,0.00,0.00,0.16,0.09,0.02,0.38,0.19,0.69,0.33,16,0.16,1,0
20,7,94,76,807,478,36,27,0,14,0,0,6,41,3,47,14,2,31,24,34,-1.10957004160888,-1.14155251141553,-1.43094841930116,0.50261780104712,-0.790513833992096,0.0662251655629125,0.36,0.34,0.00,0.14,0.00,0.00,0.06,0.41,0.03,0.47,0.14,0.02,0.31,0.24,0.34,8,0.08,0,0
22,8,102,76,800,479,43,32,8,15,5,7,0,5,0,49,0,0,23,56,69,-0.832177531206657,-0.684931506849315,-0.0998336106489175,0.50261780104712,-0.513833992094861,0,0.43,0.40,0.08,0.15,0.05,0.07,0.00,0.05,0.00,0.49,0.00,0.00,0.23,0.56,0.69,9,0.09,0,0
29,8,106,57,768,500,57,38,20,0,35,0,16,2,0,0,26,0,0,26,25,0.13869625520111,-0.684931506849315,0.565723793677206,-1.4869109947644,0.750988142292492,-1.39072847682119,0.57,0.48,0.20,0.00,0.35,0.00,0.16,0.02,0.00,0.00,0.26,0.00,0.00,0.26,0.25,14,0.14,0,0
28,6,96,51,831,483,33,24,0,0,0,5,0,47,9,0,19,17,12,65,69,0,-1.59817351598174,-1.0981697171381,-2.1151832460733,-1.73913043478261,-0.264900662251656,0.33,0.30,0.00,0.00,0.00,0.05,0.00,0.47,0.09,0.00,0.19,0.17,0.12,0.65,0.69,10,0.10,0,0
31,9,106,76,787,479,43,42,7,0,44,0,44,0,0,52,27,51,0,35,68,0.416088765603329,-0.228310502283105,0.565723793677206,0.50261780104712,0,0,0.43,0.53,0.07,0.00,0.44,0.00,0.44,0.00,0.00,0.52,0.27,0.51,0.00,0.35,0.68,11,0.11,0,0
24,8,98,59,780,478,12,27,17,0,5,51,1,0,0,16,21,6,36,65,0,-0.554785020804438,-0.684931506849315,-0.765391014975041,-1.27748691099476,0.276679841897234,0.0662251655629125,0.12,0.34,0.17,0.00,0.05,0.51,0.01,0.00,0.00,0.16,0.21,0.06,0.36,0.65,0.00,3,0.03,0,0
28,7,93,58,780,508,32,28,0,0,8,0,0,0,3,0,24,4,0,6,19,0,-1.14155251141553,-1.59733777038269,-1.38219895287958,0.276679841897234,-1.9205298013245,0.32,0.35,0.00,0.00,0.08,0.00,0.00,0.00,0.03,0.00,0.24,0.04,0.00,0.06,0.19,7,0.07,0,0
42,13,110,84,780,484,21,57,26,36,69,5,37,51,66,69,8,66,62,31,57,1.94174757281553,1.59817351598174,1.23128119800333,1.34031413612565,0.276679841897234,-0.331125827814568,0.21,0.71,0.26,0.36,0.69,0.05,0.37,0.51,0.66,0.69,0.08,0.66,0.62,0.31,0.57,40,0.40,2,1
33,10,104,57,751,491,24,43,36,20,20,2,37,52,9,0,31,20,17,38,63,0.693481276005548,0.228310502283105,0.232945091514144,-1.4869109947644,1.42292490118577,-0.794701986754968,0.24,0.54,0.36,0.20,0.20,0.02,0.37,0.52,0.09,0.00,0.31,0.20,0.17,0.38,0.63,44,0.44,2,1
28,9,115,80,816,465,33,43,8,62,69,18,44,3,15,68,0,46,22,69,69,0,-0.228310502283105,2.06322795341098,0.921465968586387,-1.14624505928854,0.927152317880793,0.33,0.54,0.08,0.62,0.69,0.18,0.44,0.03,0.15,0.68,0.00,0.46,0.22,0.69,0.69,7,0.07,0,0
11,10,102,70,805,496,8,22,0,0,14,0,31,6,5,44,10,0,2,0,0,-2.35783633841886,0.228310502283105,-0.0998336106489175,-0.12565445026178,-0.711462450592888,-1.12582781456954,0.08,0.28,0.00,0.00,0.14,0.00,0.31,0.06,0.05,0.44,0.10,0.00,0.02,0.00,0.00,3,0.03,0,0
33,7,106,50,780,492,13,29,1,0,29,1,0,0,0,0,26,9,7,0,5,0.693481276005548,-1.14155251141553,0.565723793677206,-2.21989528795812,0.276679841897234,-0.86092715231788,0.13,0.36,0.01,0.00,0.29,0.01,0.00,0.00,0.00,0.00,0.26,0.09,0.07,0.00,0.05,5,0.05,0,0
22,8,106,64,802,474,14,28,0,0,0,22,0,27,2,14,31,0,0,50,69,-0.832177531206657,-0.684931506849315,0.565723793677206,-0.753926701570681,-0.592885375494069,0.331125827814568,0.14,0.35,0.00,0.00,0.00,0.22,0.00,0.27,0.02,0.14,0.31,0.00,0.00,0.50,0.69,6,0.06,0,0
35,7,109,73,776,506,20,40,38,42,35,0,2,0,10,48,0,49,3,14,69,0.970873786407767,-1.14155251141553,1.0648918469218,0.18848167539267,0.434782608695653,-1.78807947019867,0.20,0.50,0.38,0.42,0.35,0.00,0.02,0.00,0.10,0.48,0.00,0.49,0.03,0.14,0.69,5,0.05,0,0
27,9,97,79,793,466,44,38,41,50,0,18,43,56,22,42,5,36,14,8,0,-0.13869625520111,-0.228310502283105,-0.931780366056571,0.81675392670157,-0.237154150197627,0.86092715231788,0.44,0.48,0.41,0.50,0.00,0.18,0.43,0.56,0.22,0.42,0.05,0.36,0.14,0.08,0.00,10,0.10,0,0
34,11,97,80,799,484,17,43,4,0,0,45,19,20,68,66,12,14,38,45,57,0.832177531206657,0.684931506849315,-0.931780366056571,0.921465968586387,-0.474308300395257,-0.331125827814568,0.17,0.54,0.04,0.00,0.00,0.45,0.19,0.20,0.68,0.66,0.12,0.14,0.38,0.45,0.57,7,0.07,0,0
33,8,102,67,798,458,29,40,13,60,42,0,20,11,30,65,9,34,57,69,10,0.693481276005548,-0.684931506849315,-0.0998336106489175,-0.439790575916231,-0.434782608695653,1.39072847682119,0.29,0.50,0.13,0.60,0.42,0.00,0.20,0.11,0.30,0.65,0.09,0.34,0.57,0.69,0.10,8,0.08,0,0
20,7,111,78,785,470,32,38,15,39,67,8,0,0,40,20,13,0,0,45,69,-1.10957004160888,-1.14155251141553,1.39767054908486,0.712041884816754,0.0790513833992113,0.596026490066224,0.32,0.48,0.15,0.39,0.67,0.08,0.00,0.00,0.40,0.20,0.13,0.00,0.00,0.45,0.69,28,0.28,1,0
8,10,90,68,813,463,27,22,6,19,0,11,23,34,30,8,10,0,3,69,69,-2.77392510402219,0.228310502283105,-2.09650582362729,-0.335078534031414,-1.02766798418973,1.05960264900662,0.27,0.28,0.06,0.19,0.00,0.11,0.23,0.34,0.30,0.08,0.10,0.00,0.03,0.69,0.69,9,0.09,0,0
25,10,100,70,770,460,34,43,41,48,40,1,32,65,11,36,35,52,15,69,52,-0.416088765603329,0.228310502283105,-0.432612312811979,-0.12565445026178,0.67193675889328,1.25827814569537,0.34,0.54,0.41,0.48,0.40,0.01,0.32,0.65,0.11,0.36,0.35,0.52,0.15,0.69,0.52,17,0.17,1,0
17,10,93,78,780,479,4,28,35,0,0,23,1,46,4,69,0,4,0,37,69,-1.52565880721221,0.228310502283105,-1.59733777038269,0.712041884816754,0.276679841897234,0,0.04,0.35,0.35,0.00,0.00,0.23,0.01,0.46,0.04,0.69,0.00,0.04,0.00,0.37,0.69,3,0.03,0,0
28,13,115,69,746,463,16,51,46,8,64,45,36,69,24,13,50,0,0,52,0,0,1.59817351598174,2.06322795341098,-0.230366492146597,1.6205533596838,1.05960264900662,0.16,0.64,0.46,0.08,0.64,0.45,0.36,0.69,0.24,0.13,0.50,0.00,0.00,0.52,0.00,20,0.20,1,0
32,14,107,86,732,468,42,62,66,47,60,65,66,69,69,69,26,64,53,0,69,0.554785020804438,2.05479452054795,0.732113144758736,1.54973821989529,2.17391304347826,0.728476821192055,0.42,0.78,0.66,0.47,0.60,0.65,0.66,0.69,0.69,0.69,0.26,0.64,0.53,0.00,0.69,63,0.63,3,1
28,12,97,63,804,460,34,36,25,10,0,54,32,1,33,0,5,11,47,68,47,0,1.14155251141553,-0.931780366056571,-0.858638743455498,-0.671936758893277,1.25827814569537,0.34,0.45,0.25,0.10,0.00,0.54,0.32,0.01,0.33,0.00,0.05,0.11,0.47,0.68,0.47,10,0.10,0,0
25,13,93,87,780,472,29,44,14,52,5,49,58,69,59,59,41,35,7,41,68,-0.416088765603329,1.59817351598174,-1.59733777038269,1.6544502617801,0.276679841897234,0.463576158940399,0.29,0.55,0.14,0.52,0.05,0.49,0.58,0.69,0.59,0.59,0.41,0.35,0.07,0.41,0.68,13,0.13,0,0
8,8,103,71,781,476,15,23,25,5,17,5,4,18,9,69,10,2,0,36,69,-2.77392510402219,-0.684931506849315,0.0665557404326133,-0.0209424083769636,0.23715415019763,0.198675496688743,0.15,0.29,0.25,0.05,0.17,0.05,0.04,0.18,0.09,0.69,0.10,0.02,0.00,0.36,0.69,6,0.06,0,0
29,8,94,60,780,496,1,27,29,9,0,6,1,0,0,20,11,4,13,15,32,0.13869625520111,-0.684931506849315,-1.43094841930116,-1.17277486910995,0.276679841897234,-1.12582781456954,0.01,0.34,0.29,0.09,0.00,0.06,0.01,0.00,0.00,0.20,0.11,0.04,0.13,0.15,0.32,1,0.01,0,0
32,10,93,81,751,468,44,43,2,14,2,1,8,0,18,15,21,0,5,56,21,0.554785020804438,0.228310502283105,-1.59733777038269,1.0261780104712,1.42292490118577,0.728476821192055,0.44,0.54,0.02,0.14,0.02,0.01,0.08,0.00,0.18,0.15,0.21,0.00,0.05,0.56,0.21,8,0.08,0,0
22,10,104,81,803,484,22,34,1,0,6,41,13,3,32,69,14,0,14,54,0,-0.832177531206657,0.228310502283105,0.232945091514144,1.0261780104712,-0.632411067193673,-0.331125827814568,0.22,0.43,0.01,0.00,0.06,0.41,0.13,0.03,0.32,0.69,0.14,0.00,0.14,0.54,0.00,7,0.07,0,0
29,9,110,73,780,502,32,44,34,48,46,68,3,19,12,69,15,26,69,0,60,0.13869625520111,-0.228310502283105,1.23128119800333,0.18848167539267,0.276679841897234,-1.52317880794702,0.32,0.55,0.34,0.48,0.46,0.68,0.03,0.19,0.12,0.69,0.15,0.26,0.69,0.00,0.60,43,0.43,2,1
29,8,107,60,801,496,49,38,30,0,51,0,24,23,23,5,0,31,0,20,15,0.13869625520111,-0.684931506849315,0.732113144758736,-1.17277486910995,-0.553359683794465,-1.12582781456954,0.49,0.48,0.30,0.00,0.51,0.00,0.24,0.23,0.23,0.05,0.00,0.31,0.00,0.20,0.15,17,0.17,1,0
21,10,93,63,780,462,6,27,18,0,0,40,32,2,0,17,7,0,0,69,49,-0.970873786407767,0.228310502283105,-1.59733777038269,-0.858638743455498,0.276679841897234,1.12582781456954,0.06,0.34,0.18,0.00,0.00,0.40,0.32,0.02,0.00,0.17,0.07,0.00,0.00,0.69,0.49,2,0.02,0,0
37,12,105,72,818,495,18,44,34,46,35,40,58,69,58,18,0,16,33,12,69,1.24826629680999,1.14155251141553,0.399334442595675,0.0837696335078531,-1.22529644268775,-1.05960264900662,0.18,0.55,0.34,0.46,0.35,0.40,0.58,0.69,0.58,0.18,0.00,0.16,0.33,0.12,0.69,36,0.36,2,0
13,7,103,68,780,482,42,31,40,13,36,19,41,28,50,69,38,0,13,69,49,-2.08044382801664,-1.14155251141553,0.0665557404326133,-0.335078534031414,0.276679841897234,-0.198675496688743,0.42,0.39,0.40,0.13,0.36,0.19,0.41,0.28,0.50,0.69,0.38,0.00,0.13,0.69,0.49,11,0.11,0,0
38,10,112,75,824,499,38,48,0,42,69,69,18,22,19,69,0,43,26,0,0,1.3869625520111,0.228310502283105,1.56405990016639,0.397905759162303,-1.46245059288538,-1.32450331125828,0.38,0.60,0.00,0.42,0.69,0.69,0.18,0.22,0.19,0.69,0.00,0.43,0.26,0.00,0.00,33,0.33,2,0
18,7,99,66,788,502,28,23,0,0,0,0,9,0,4,4,41,35,13,0,0,-1.3869625520111,-1.14155251141553,-0.59900166389351,-0.544502617801047,-0.0395256916996039,-1.52317880794702,0.28,0.29,0.00,0.00,0.00,0.00,0.09,0.00,0.04,0.04,0.41,0.35,0.13,0.00,0.00,6,0.06,0,0
35,9,107,78,787,477,29,47,49,0,52,38,8,13,46,47,10,59,44,42,69,0.970873786407767,-0.228310502283105,0.732113144758736,0.712041884816754,0,0.132450331125831,0.29,0.59,0.49,0.00,0.52,0.38,0.08,0.13,0.46,0.47,0.10,0.59,0.44,0.42,0.69,47,0.47,2,1
47,10,114,70,785,452,44,57,8,52,66,47,5,16,49,49,25,27,38,58,41,2.63522884882108,0.228310502283105,1.89683860232945,-0.12565445026178,0.0790513833992113,1.78807947019868,0.44,0.71,0.08,0.52,0.66,0.47,0.05,0.16,0.49,0.49,0.25,0.27,0.38,0.58,0.41,22,0.22,1,0
30,8,103,64,807,476,18,29,6,23,8,2,0,0,0,11,9,0,8,66,64,0.277392510402219,-0.684931506849315,0.0665557404326133,-0.753926701570681,-0.790513833992096,0.198675496688743,0.18,0.36,0.06,0.23,0.08,0.02,0.00,0.00,0.00,0.11,0.09,0.00,0.08,0.66,0.64,5,0.05,0,0
43,14,112,71,757,479,1,60,66,68,69,40,69,49,38,22,41,36,47,29,0,2.08044382801664,2.05479452054795,1.56405990016639,-0.0209424083769636,1.18577075098814,0,0.01,0.75,0.66,0.68,0.69,0.40,0.69,0.49,0.38,0.22,0.41,0.36,0.47,0.29,0.00,72,0.72,4,1
30,11,92,62,824,511,36,29,0,20,0,15,6,0,19,15,0,33,10,0,64,0.277392510402219,0.684931506849315,-1.76372712146423,-0.963350785340314,-1.46245059288538,-2.11920529801325,0.36,0.36,0.00,0.20,0.00,0.15,0.06,0.00,0.19,0.15,0.00,0.33,0.10,0.00,0.64,8,0.08,0,0
28,7,100,70,780,477,40,36,18,4,8,14,0,25,31,7,22,0,33,69,51,0,-1.14155251141553,-0.432612312811979,-0.12565445026178,0.276679841897234,0.132450331125831,0.40,0.45,0.18,0.04,0.08,0.14,0.00,0.25,0.31,0.07,0.22,0.00,0.33,0.69,0.51,12,0.12,0,0
35,9,101,80,780,484,17,43,49,16,26,0,27,18,15,40,11,0,47,37,0,0.970873786407767,-0.228310502283105,-0.266222961730448,0.921465968586387,0.276679841897234,-0.331125827814568,0.17,0.54,0.49,0.16,0.26,0.00,0.27,0.18,0.15,0.40,0.11,0.00,0.47,0.37,0.00,16,0.16,1,0
28,7,102,70,780,484,6,36,51,0,18,22,0,31,25,49,32,0,0,43,0,0,-1.14155251141553,-0.0998336106489175,-0.12565445026178,0.276679841897234,-0.331125827814568,0.06,0.45,0.51,0.00,0.18,0.22,0.00,0.31,0.25,0.49,0.32,0.00,0.00,0.43,0.00,8,0.08,0,0
34,10,98,70,789,488,15,38,16,30,19,25,0,21,0,21,18,5,0,0,69,0.832177531206657,0.228310502283105,-0.765391014975041,-0.12565445026178,-0.0790513833992078,-0.596026490066224,0.15,0.48,0.16,0.30,0.19,0.25,0.00,0.21,0.00,0.21,0.18,0.05,0.00,0.00,0.69,13,0.13,0,0
32,6,107,78,825,473,38,36,0,0,69,0,3,7,8,64,0,25,36,60,0,0.554785020804438,-1.59817351598174,0.732113144758736,0.712041884816754,-1.50197628458498,0.397350993377481,0.38,0.45,0.00,0.00,0.69,0.00,0.03,0.07,0.08,0.64,0.00,0.25,0.36,0.60,0.00,10,0.10,0,0
18,8,90,85,805,484,19,28,16,35,0,33,3,11,38,69,0,27,0,16,9,-1.3869625520111,-0.684931506849315,-2.09650582362729,1.44502617801047,-0.711462450592888,-0.331125827814568,0.19,0.35,0.16,0.35,0.00,0.33,0.03,0.11,0.38,0.69,0.00,0.27,0.00,0.16,0.09,6,0.06,0,0
20,11,96,76,780,464,12,34,14,31,0,36,29,7,18,58,27,4,23,69,35,-1.10957004160888,0.684931506849315,-1.0981697171381,0.50261780104712,0.276679841897234,0.993377483443711,0.12,0.43,0.14,0.31,0.00,0.36,0.29,0.07,0.18,0.58,0.27,0.04,0.23,0.69,0.35,7,0.07,0,0
44,8,101,65,768,477,23,47,59,17,2,0,35,69,41,9,13,69,0,29,69,2.21914008321775,-0.684931506849315,-0.266222961730448,-0.649214659685864,0.750988142292492,0.132450331125831,0.23,0.59,0.59,0.17,0.02,0.00,0.35,0.69,0.41,0.09,0.13,0.69,0.00,0.29,0.69,24,0.24,1,0
15,9,106,60,780,488,31,31,18,31,42,0,57,0,38,0,29,9,29,14,47,-1.80305131761442,-0.228310502283105,0.565723793677206,-1.17277486910995,0.276679841897234,-0.596026490066224,0.31,0.39,0.18,0.31,0.42,0.00,0.57,0.00,0.38,0.00,0.29,0.09,0.29,0.14,0.47,10,0.10,0,0
20,10,105,72,753,484,35,40,62,25,8,17,24,0,24,43,66,12,9,39,34,-1.10957004160888,0.228310502283105,0.399334442595675,0.0837696335078531,1.34387351778656,-0.331125827814568,0.35,0.50,0.62,0.25,0.08,0.17,0.24,0.00,0.24,0.43,0.66,0.12,0.09,0.39,0.34,13,0.13,0,0
28,9,103,71,813,469,18,35,1,25,29,0,18,25,31,60,0,18,0,51,69,0,-0.228310502283105,0.0665557404326133,-0.0209424083769636,-1.02766798418973,0.662251655629137,0.18,0.44,0.01,0.25,0.29,0.00,0.18,0.25,0.31,0.60,0.00,0.18,0.00,0.51,0.69,9,0.09,0,0
19,13,110,89,816,467,23,36,0,13,24,34,18,0,24,47,0,8,33,46,67,-1.24826629680999,1.59817351598174,1.23128119800333,1.86387434554974,-1.14624505928854,0.794701986754968,0.23,0.45,0.00,0.13,0.24,0.34,0.18,0.00,0.24,0.47,0.00,0.08,0.33,0.46,0.67,7,0.07,0,0
23,8,107,58,776,493,26,29,13,0,14,5,0,3,13,0,19,0,0,0,8,-0.693481276005548,-0.684931506849315,0.732113144758736,-1.38219895287958,0.434782608695653,-0.927152317880793,0.26,0.36,0.13,0.00,0.14,0.05,0.00,0.03,0.13,0.00,0.19,0.00,0.00,0.00,0.08,6,0.06,0,0
