Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Avoid_Drops,Get_Downfield,Route_Running,Third_Down_Receiving,Big_Play_Receiving,Courage,Adjust_to_Ball,Punt_Returns,Kick_Returns,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Avoid_DropsZ,Get_DownfieldZ,Route_RunningZ,Third_Down_ReceivingZ,Big_Play_ReceivingZ,CourageZ,Adjust_to_BallZ,Punt_ReturnsZ,Kick_ReturnsZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
12,8,104,21,720,469,26,21,0,3,0,10,4,1,6,0,0,0,22,-1.28755364806867,-0.614886731391586,-0.833333333333332,-1.94164989939638,0.309278350515462,-1.25000000000001,0.26,0.26,0.00,0.03,0.00,0.10,0.04,0.01,0.06,0.00,0.00,0.00,0.22,8,0.08,0,0
20,9,103,23,720,456,41,34,0,34,25,6,9,35,0,6,0,0,3,-0.143061516452074,-0.29126213592233,-1.03658536585366,-1.74044265593561,0.309278350515462,0,0.41,0.43,0.00,0.34,0.25,0.06,0.09,0.35,0.00,0.06,0.00,0.00,0.03,17,0.17,1,0
18,11,105,20,760,468,49,27,0,0,0,25,13,37,9,0,0,4,23,-0.429184549356223,0.355987055016181,-0.630081300813007,-2.04225352112676,-1.75257731958763,-1.15384615384615,0.49,0.34,0.00,0.00,0.00,0.25,0.13,0.37,0.09,0.00,0.00,0.04,0.23,12,0.12,0,0
20,8,108,38,727,467,29,29,48,7,13,2,0,29,11,0,0,10,3,-0.143061516452074,-0.614886731391586,-0.0203252032520314,-0.231388329979879,-0.0515463917525762,-1.05769230769231,0.29,0.36,0.48,0.07,0.13,0.02,0.00,0.29,0.11,0.00,0.00,0.10,0.03,9,0.09,0,0
12,5,114,44,723,458,40,32,11,7,6,60,8,0,33,0,50,0,0,-1.28755364806867,-1.58576051779935,1.19918699186992,0.372233400402415,0.154639175257729,-0.192307692307697,0.40,0.40,0.11,0.07,0.06,0.60,0.08,0.00,0.33,0.00,0.50,0.00,0.00,13,0.13,0,0
11,13,102,28,720,451,5,26,0,27,10,53,11,32,34,0,0,17,60,-1.43061516452074,1.00323624595469,-1.23983739837398,-1.2374245472837,0.309278350515462,0.480769230769229,0.05,0.33,0.00,0.27,0.10,0.53,0.11,0.32,0.34,0.00,0.00,0.17,0.60,15,0.15,0,0
21,11,110,38,709,446,41,44,29,30,0,49,31,50,0,9,0,0,37,0,0.355987055016181,0.386178861788619,-0.231388329979879,0.876288659793814,0.961538461538458,0.41,0.55,0.29,0.30,0.00,0.49,0.31,0.50,0.00,0.09,0.00,0.00,0.37,27,0.27,1,0
13,12,107,53,754,473,20,24,0,0,8,6,0,6,20,0,0,2,26,-1.1444921316166,0.679611650485437,-0.223577235772357,1.27766599597586,-1.44329896907217,-1.63461538461539,0.20,0.30,0.00,0.00,0.08,0.06,0.00,0.06,0.20,0.00,0.00,0.02,0.26,10,0.10,0,0
18,11,108,31,716,451,39,37,30,60,17,0,9,68,0,0,0,13,47,-0.429184549356223,0.355987055016181,-0.0203252032520314,-0.935613682092555,0.515463917525771,0.480769230769229,0.39,0.46,0.30,0.60,0.17,0.00,0.09,0.68,0.00,0.00,0.00,0.13,0.47,14,0.14,0,0
30,5,108,32,756,480,29,26,4,2,21,54,0,0,0,0,0,30,0,1.28755364806867,-1.58576051779935,-0.0203252032520314,-0.835010060362173,-1.54639175257732,-2.30769230769231,0.29,0.33,0.04,0.02,0.21,0.54,0.00,0.00,0.00,0.00,0.00,0.30,0.00,12,0.12,0,0
32,11,108,38,744,465,15,32,12,0,69,45,7,4,0,0,0,0,0,1.57367668097282,0.355987055016181,-0.0203252032520314,-0.231388329979879,-0.927835051546395,-0.865384615384623,0.15,0.40,0.12,0.00,0.69,0.45,0.07,0.04,0.00,0.00,0.00,0.00,0.00,16,0.16,1,0
18,5,109,35,722,473,15,24,0,10,31,0,0,0,48,0,0,42,0,-0.429184549356223,-1.58576051779935,0.182926829268294,-0.533199195171026,0.206185567010309,-1.63461538461539,0.15,0.30,0.00,0.10,0.31,0.00,0.00,0.00,0.48,0.00,0.00,0.42,0.00,3,0.03,0,0
20,6,105,24,707,450,39,36,0,44,0,10,29,0,0,0,0,13,38,-0.143061516452074,-1.2621359223301,-0.630081300813007,-1.63983903420523,0.979381443298966,0.576923076923073,0.39,0.45,0.00,0.44,0.00,0.10,0.29,0.00,0.00,0.00,0.00,0.13,0.38,20,0.20,1,0
26,9,107,35,749,451,31,31,7,0,0,0,26,0,0,0,0,13,14,0.715307582260372,-0.29126213592233,-0.223577235772357,-0.533199195171026,-1.18556701030928,0.480769230769229,0.31,0.39,0.07,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.13,0.14,10,0.10,0,0
16,11,109,45,693,445,26,43,21,45,48,13,17,51,30,64,0,25,69,-0.715307582260372,0.355987055016181,0.182926829268294,0.472837022132797,1.70103092783505,1.0576923076923,0.26,0.54,0.21,0.45,0.48,0.13,0.17,0.51,0.30,0.64,0.00,0.25,0.69,30,0.30,1,0
18,10,106,37,710,451,17,35,45,15,18,51,33,7,0,0,0,22,1,-0.429184549356223,0.0323624595469255,-0.426829268292682,-0.331991951710261,0.824742268041238,0.480769230769229,0.17,0.44,0.45,0.15,0.18,0.51,0.33,0.07,0.00,0.00,0.00,0.22,0.01,18,0.18,1,0
14,10,102,36,756,478,35,23,0,0,0,24,0,31,36,0,0,0,33,-1.00143061516452,0.0323624595469255,-1.23983739837398,-0.432595573440644,-1.54639175257732,-2.11538461538462,0.35,0.29,0.00,0.00,0.00,0.24,0.00,0.31,0.36,0.00,0.00,0.00,0.33,4,0.04,0,0
19,6,104,41,712,463,20,30,0,40,15,26,0,0,35,0,0,17,15,-0.286123032904149,-1.2621359223301,-0.833333333333332,0.0704225352112679,0.721649484536081,-0.673076923076926,0.20,0.38,0.00,0.40,0.15,0.26,0.00,0.00,0.35,0.00,0.00,0.17,0.15,9,0.09,0,0
15,10,106,50,742,460,53,35,67,15,0,0,9,69,25,0,0,27,14,-0.858369098712446,0.0323624595469255,-0.426829268292682,0.975855130784709,-0.824742268041238,-0.384615384615385,0.53,0.44,0.67,0.15,0.00,0.00,0.09,0.69,0.25,0.00,0.00,0.27,0.14,11,0.11,0,0
18,7,105,43,720,460,17,29,11,9,0,36,10,21,44,0,0,37,11,-0.429184549356223,-0.938511326860842,-0.630081300813007,0.271629778672032,0.309278350515462,-0.384615384615385,0.17,0.36,0.11,0.09,0.00,0.36,0.10,0.21,0.44,0.00,0.00,0.37,0.11,12,0.12,0,0
43,13,117,38,690,442,26,53,16,10,48,0,21,0,0,0,23,6,3,3.14735336194564,1.00323624595469,1.8089430894309,-0.231388329979879,1.85567010309278,1.34615384615384,0.26,0.66,0.16,0.10,0.48,0.00,0.21,0.00,0.00,0.00,0.23,0.06,0.03,42,0.42,2,1
10,11,103,19,720,451,5,24,0,28,0,25,55,7,0,0,0,8,0,-1.57367668097282,0.355987055016181,-1.03658536585366,-2.14285714285714,0.309278350515462,0.480769230769229,0.05,0.30,0.00,0.28,0.00,0.25,0.55,0.07,0.00,0.00,0.00,0.08,0.00,30,0.30,1,0
14,7,104,44,726,459,20,26,35,11,0,4,8,0,11,0,0,0,0,-1.00143061516452,-0.938511326860842,-0.833333333333332,0.372233400402415,0,-0.288461538461541,0.20,0.33,0.35,0.11,0.00,0.04,0.08,0.00,0.11,0.00,0.00,0.00,0.00,12,0.12,0,0
24,9,109,31,718,451,22,36,33,28,43,18,17,67,0,69,0,12,24,0.429184549356223,-0.29126213592233,0.182926829268294,-0.935613682092555,0.412371134020619,0.480769230769229,0.22,0.45,0.33,0.28,0.43,0.18,0.17,0.67,0.00,0.69,0.00,0.12,0.24,16,0.16,1,0
13,10,105,57,744,458,22,28,52,0,0,52,12,12,69,0,0,30,56,-1.1444921316166,0.0323624595469255,-0.630081300813007,1.68008048289738,-0.927835051546395,-0.192307692307697,0.22,0.35,0.52,0.00,0.00,0.52,0.12,0.12,0.69,0.00,0.00,0.30,0.56,16,0.16,1,0
27,10,113,37,717,446,9,38,9,49,61,0,33,0,9,0,48,6,37,0.858369098712446,0.0323624595469255,0.995934959349595,-0.331991951710261,0.463917525773195,0.961538461538458,0.09,0.48,0.09,0.49,0.61,0.00,0.33,0.00,0.09,0.00,0.48,0.06,0.37,20,0.20,1,0
17,8,102,30,730,461,24,27,9,4,6,10,18,4,0,0,0,0,0,-0.572246065808298,-0.614886731391586,-1.23983739837398,-1.03621730382294,-0.206185567010309,-0.480769230769238,0.24,0.34,0.09,0.04,0.06,0.10,0.18,0.04,0.00,0.00,0.00,0.00,0.00,14,0.14,0,0
22,13,107,64,694,444,21,50,29,54,22,38,34,0,29,0,0,47,28,0.143061516452074,1.00323624595469,-0.223577235772357,2.38430583501006,1.64948453608247,1.15384615384615,0.21,0.63,0.29,0.54,0.22,0.38,0.34,0.00,0.29,0.00,0.00,0.47,0.28,55,0.55,3,1
28,7,103,33,751,480,20,22,27,0,12,0,0,0,0,0,0,2,0,1.00143061516452,-0.938511326860842,-1.03658536585366,-0.73440643863179,-1.28865979381443,-2.30769230769231,0.20,0.28,0.27,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,5,0.05,0,0
30,14,108,39,742,446,41,46,11,16,60,0,45,69,57,0,0,0,6,1.28755364806867,1.32686084142395,-0.0203252032520314,-0.130784708249497,-0.824742268041238,0.961538461538458,0.41,0.58,0.11,0.16,0.60,0.00,0.45,0.69,0.57,0.00,0.00,0.00,0.06,35,0.35,2,0
23,11,107,54,720,445,24,43,41,11,16,10,69,16,31,0,0,16,0,0.286123032904149,0.355987055016181,-0.223577235772357,1.37826961770624,0.309278350515462,1.0576923076923,0.24,0.54,0.41,0.11,0.16,0.10,0.69,0.16,0.31,0.00,0.00,0.16,0.00,47,0.47,2,1
24,9,107,44,734,450,23,35,10,0,46,0,27,33,52,0,11,0,39,0.429184549356223,-0.29126213592233,-0.223577235772357,0.372233400402415,-0.412371134020619,0.576923076923073,0.23,0.44,0.10,0.00,0.46,0.00,0.27,0.33,0.52,0.00,0.11,0.00,0.39,17,0.17,1,0
18,8,108,40,728,451,40,36,0,6,23,25,26,12,10,0,0,13,6,-0.429184549356223,-0.614886731391586,-0.0203252032520314,-0.0301810865191144,-0.103092783505157,0.480769230769229,0.40,0.45,0.00,0.06,0.23,0.25,0.26,0.12,0.10,0.00,0.00,0.13,0.06,20,0.20,1,0
24,13,104,44,760,453,14,32,44,0,37,65,26,63,9,0,0,10,21,0.429184549356223,1.00323624595469,-0.833333333333332,0.372233400402415,-1.75257731958763,0.288461538461532,0.14,0.40,0.44,0.00,0.37,0.65,0.26,0.63,0.09,0.00,0.00,0.10,0.21,16,0.16,1,0
22,10,110,46,729,453,46,41,40,3,0,69,28,14,69,0,0,0,0,0.143061516452074,0.0323624595469255,0.386178861788619,0.573440643863179,-0.154639175257733,0.288461538461532,0.46,0.51,0.40,0.03,0.00,0.69,0.28,0.14,0.69,0.00,0.00,0.00,0.00,20,0.20,1,0
17,10,109,41,756,449,12,29,42,0,29,45,38,14,0,0,0,49,0,-0.572246065808298,0.0323624595469255,0.182926829268294,0.0704225352112679,-1.54639175257732,0.673076923076917,0.12,0.36,0.42,0.00,0.29,0.45,0.38,0.14,0.00,0.00,0.00,0.49,0.00,16,0.16,1,0
27,6,118,43,750,456,48,38,37,0,18,0,13,0,36,0,48,60,63,0.858369098712446,-1.2621359223301,2.01219512195122,0.271629778672032,-1.23711340206186,0,0.48,0.48,0.37,0.00,0.18,0.00,0.13,0.00,0.36,0.00,0.48,0.60,0.63,12,0.12,0,0
18,5,120,47,740,451,29,37,44,13,13,45,44,0,51,16,24,45,0,-0.429184549356223,-1.58576051779935,2.41869918699187,0.674044265593562,-0.721649484536085,0.480769230769229,0.29,0.46,0.44,0.13,0.13,0.45,0.44,0.00,0.51,0.16,0.24,0.45,0.00,19,0.19,1,0
22,6,106,39,722,456,29,35,24,22,45,34,12,13,16,0,0,36,69,0.143061516452074,-1.2621359223301,-0.426829268292682,-0.130784708249497,0.206185567010309,0,0.29,0.44,0.24,0.22,0.45,0.34,0.12,0.13,0.16,0.00,0.00,0.36,0.69,13,0.13,0,0
20,5,108,32,720,447,17,35,0,11,64,0,63,0,34,0,0,41,44,-0.143061516452074,-1.58576051779935,-0.0203252032520314,-0.835010060362173,0.309278350515462,0.865384615384614,0.17,0.44,0.00,0.11,0.64,0.00,0.63,0.00,0.34,0.00,0.00,0.41,0.44,27,0.27,1,0
23,12,106,43,719,468,23,34,20,55,23,37,0,57,30,0,0,0,62,0.286123032904149,0.679611650485437,-0.426829268292682,0.271629778672032,0.360824742268038,-1.15384615384615,0.23,0.43,0.20,0.55,0.23,0.37,0.00,0.57,0.30,0.00,0.00,0.00,0.62,13,0.13,0,0
25,11,106,45,704,444,37,50,13,32,44,31,49,37,10,0,0,4,55,0.572246065808298,0.355987055016181,-0.426829268292682,0.472837022132797,1.1340206185567,1.15384615384615,0.37,0.63,0.13,0.32,0.44,0.31,0.49,0.37,0.10,0.00,0.00,0.04,0.55,57,0.57,3,1
30,17,108,66,689,434,20,58,15,36,12,60,69,24,60,0,0,29,0,1.28755364806867,2.29773462783172,-0.0203252032520314,2.58551307847083,1.90721649484536,2.11538461538461,0.20,0.73,0.15,0.36,0.12,0.60,0.69,0.24,0.60,0.00,0.00,0.29,0.00,57,0.57,3,1
23,13,109,35,740,452,28,36,1,0,21,44,22,59,11,0,0,69,8,0.286123032904149,1.00323624595469,0.182926829268294,-0.533199195171026,-0.721649484536085,0.384615384615385,0.28,0.45,0.01,0.00,0.21,0.44,0.22,0.59,0.11,0.00,0.00,0.69,0.08,16,0.16,1,0
13,12,103,28,754,450,41,31,0,0,13,27,32,40,8,0,0,55,13,-1.1444921316166,0.679611650485437,-1.03658536585366,-1.2374245472837,-1.44329896907217,0.576923076923073,0.41,0.39,0.00,0.00,0.13,0.27,0.32,0.40,0.08,0.00,0.00,0.55,0.13,17,0.17,1,0
21,6,106,46,760,480,41,26,10,0,0,0,0,0,11,0,0,0,6,0,-1.2621359223301,-0.426829268292682,0.573440643863179,-1.75257731958763,-2.30769230769231,0.41,0.33,0.10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.06,6,0.06,0,0
30,13,109,48,707,456,36,45,38,29,29,11,2,39,27,0,0,37,62,1.28755364806867,1.00323624595469,0.182926829268294,0.774647887323944,0.979381443298966,0,0.36,0.56,0.38,0.29,0.29,0.11,0.02,0.39,0.27,0.00,0.00,0.37,0.62,20,0.20,1,0
25,13,113,51,711,442,45,55,69,40,38,7,53,55,19,30,0,34,29,0.572246065808298,1.00323624595469,0.995934959349595,1.07645875251509,0.773195876288657,1.34615384615384,0.45,0.69,0.69,0.40,0.38,0.07,0.53,0.55,0.19,0.30,0.00,0.34,0.29,42,0.42,2,1
18,6,105,44,736,448,1,27,20,0,0,1,43,0,19,0,0,0,0,-0.429184549356223,-1.2621359223301,-0.630081300813007,0.372233400402415,-0.515463917525776,0.769230769230761,0.01,0.34,0.20,0.00,0.00,0.01,0.43,0.00,0.19,0.00,0.00,0.00,0.00,13,0.13,0,0
18,9,105,43,760,460,14,26,18,0,0,39,35,17,31,0,0,29,67,-0.429184549356223,-0.29126213592233,-0.630081300813007,0.271629778672032,-1.75257731958763,-0.384615384615385,0.14,0.33,0.18,0.00,0.00,0.39,0.35,0.17,0.31,0.00,0.00,0.29,0.67,12,0.12,0,0
23,7,119,40,696,443,35,49,30,61,14,31,45,2,61,10,4,0,51,0.286123032904149,-0.938511326860842,2.21544715447155,-0.0301810865191144,1.54639175257732,1.25,0.35,0.61,0.30,0.61,0.14,0.31,0.45,0.02,0.61,0.10,0.04,0.00,0.51,35,0.35,2,0
22,11,104,38,728,456,19,34,32,52,30,68,11,24,29,0,0,20,0,0.143061516452074,0.355987055016181,-0.833333333333332,-0.231388329979879,-0.103092783505157,0,0.19,0.43,0.32,0.52,0.30,0.68,0.11,0.24,0.29,0.00,0.00,0.20,0.00,16,0.16,1,0
15,11,110,34,741,451,16,28,35,7,8,0,40,30,0,0,9,0,0,-0.858369098712446,0.355987055016181,0.386178861788619,-0.633802816901408,-0.773195876288662,0.480769230769229,0.16,0.35,0.35,0.07,0.08,0.00,0.40,0.30,0.00,0.00,0.09,0.00,0.00,18,0.18,1,0
22,11,106,36,740,451,43,35,3,1,10,1,25,5,0,0,0,0,24,0.143061516452074,0.355987055016181,-0.426829268292682,-0.432595573440644,-0.721649484536085,0.480769230769229,0.43,0.44,0.03,0.01,0.10,0.01,0.25,0.05,0.00,0.00,0.00,0.00,0.24,19,0.19,1,0
18,5,104,35,733,479,36,25,0,8,0,3,0,0,16,0,0,0,0,-0.429184549356223,-1.58576051779935,-0.833333333333332,-0.533199195171026,-0.360824742268043,-2.21153846153847,0.36,0.31,0.00,0.08,0.00,0.03,0.00,0.00,0.16,0.00,0.00,0.00,0.00,9,0.09,0,0
24,7,104,52,748,451,33,36,22,0,45,0,18,0,20,0,0,0,42,0.429184549356223,-0.938511326860842,-0.833333333333332,1.17706237424547,-1.1340206185567,0.480769230769229,0.33,0.45,0.22,0.00,0.45,0.00,0.18,0.00,0.20,0.00,0.00,0.00,0.42,10,0.10,0,0
15,12,112,48,742,468,11,27,63,37,23,13,5,4,19,0,23,39,0,-0.858369098712446,0.679611650485437,0.792682926829269,0.774647887323944,-0.824742268041238,-1.15384615384615,0.11,0.34,0.63,0.37,0.23,0.13,0.05,0.04,0.19,0.00,0.23,0.39,0.00,15,0.15,0,0
10,11,102,43,718,451,32,32,0,6,13,0,23,0,22,0,0,12,0,-1.57367668097282,0.355987055016181,-1.23983739837398,0.271629778672032,0.412371134020619,0.480769230769229,0.32,0.40,0.00,0.06,0.13,0.00,0.23,0.00,0.22,0.00,0.00,0.12,0.00,15,0.15,0,0
25,11,117,41,706,461,24,38,10,52,20,0,3,17,56,0,30,63,0,0.572246065808298,0.355987055016181,1.8089430894309,0.0704225352112679,1.03092783505155,-0.480769230769238,0.24,0.48,0.10,0.52,0.20,0.00,0.03,0.17,0.56,0.00,0.30,0.63,0.00,13,0.13,0,0
35,14,108,27,697,451,39,48,9,48,38,69,0,56,0,0,0,17,49,2.00286123032904,1.32686084142395,-0.0203252032520314,-1.33802816901408,1.49484536082474,0.480769230769229,0.39,0.60,0.09,0.48,0.38,0.69,0.00,0.56,0.00,0.00,0.00,0.17,0.49,25,0.25,1,0
34,11,104,35,709,458,30,41,0,62,31,38,0,19,23,0,0,62,67,1.85979971387697,0.355987055016181,-0.833333333333332,-0.533199195171026,0.876288659793814,-0.192307692307697,0.30,0.51,0.00,0.62,0.31,0.38,0.00,0.19,0.23,0.00,0.00,0.62,0.67,24,0.24,1,0
27,13,104,53,693,451,33,48,8,37,42,52,5,20,7,0,0,0,0,0.858369098712446,1.00323624595469,-0.833333333333332,1.27766599597586,1.70103092783505,0.480769230769229,0.33,0.60,0.08,0.37,0.42,0.52,0.05,0.20,0.07,0.00,0.00,0.00,0.00,26,0.26,1,0
7,7,108,49,728,473,28,22,10,26,0,38,0,5,50,0,0,3,0,-2.00286123032904,-0.938511326860842,-0.0203252032520314,0.875251509054326,-0.103092783505157,-1.63461538461539,0.28,0.28,0.10,0.26,0.00,0.38,0.00,0.05,0.50,0.00,0.00,0.03,0.00,8,0.08,0,0
20,11,104,17,706,450,21,37,1,40,56,37,45,52,0,8,0,24,69,-0.143061516452074,0.355987055016181,-0.833333333333332,-2.34406438631791,1.03092783505155,0.576923076923073,0.21,0.46,0.01,0.40,0.56,0.37,0.45,0.52,0.00,0.08,0.00,0.24,0.69,35,0.35,2,0
20,11,112,42,716,465,32,35,33,55,11,8,0,39,2,0,21,0,22,-0.143061516452074,0.355987055016181,0.792682926829269,0.17102615694165,0.515463917525771,-0.865384615384623,0.32,0.44,0.33,0.55,0.11,0.08,0.00,0.39,0.02,0.00,0.21,0.00,0.22,13,0.13,0,0
18,5,110,45,720,450,25,35,0,18,3,1,35,0,41,0,0,0,19,-0.429184549356223,-1.58576051779935,0.386178861788619,0.472837022132797,0.309278350515462,0.576923076923073,0.25,0.44,0.00,0.18,0.03,0.01,0.35,0.00,0.41,0.00,0.00,0.00,0.19,33,0.33,2,0
27,12,108,42,702,442,32,52,54,49,47,69,51,66,38,0,0,14,9,0.858369098712446,0.679611650485437,-0.0203252032520314,0.17102615694165,1.23711340206186,1.34615384615384,0.32,0.65,0.54,0.49,0.47,0.69,0.51,0.66,0.38,0.00,0.00,0.14,0.09,45,0.45,2,1
18,6,103,55,696,446,26,46,51,69,33,40,40,1,30,0,0,47,39,-0.429184549356223,-1.2621359223301,-1.03658536585366,1.47887323943662,1.54639175257732,0.961538461538458,0.26,0.58,0.51,0.69,0.33,0.40,0.40,0.01,0.30,0.00,0.00,0.47,0.39,52,0.52,3,1
23,12,104,47,710,458,12,35,24,58,7,38,4,69,43,0,0,69,69,0.286123032904149,0.679611650485437,-0.833333333333332,0.674044265593562,0.824742268041238,-0.192307692307697,0.12,0.44,0.24,0.58,0.07,0.38,0.04,0.69,0.43,0.00,0.00,0.69,0.69,15,0.15,0,0
27,12,124,57,724,454,38,47,30,28,22,0,10,3,25,47,12,0,21,0.858369098712446,0.679611650485437,3.23170731707317,1.68008048289738,0.103092783505152,0.192307692307688,0.38,0.59,0.30,0.28,0.22,0.00,0.10,0.03,0.25,0.47,0.12,0.00,0.21,36,0.36,2,0
30,10,114,45,705,445,23,49,48,45,37,52,39,69,0,0,36,29,38,1.28755364806867,0.0323624595469255,1.19918699186992,0.472837022132797,1.08247422680412,1.0576923076923,0.23,0.61,0.48,0.45,0.37,0.52,0.39,0.69,0.00,0.00,0.36,0.29,0.38,32,0.32,2,0
18,11,103,44,760,451,40,35,38,0,1,0,46,32,58,0,0,8,35,-0.429184549356223,0.355987055016181,-1.03658536585366,0.372233400402415,-1.75257731958763,0.480769230769229,0.40,0.44,0.38,0.00,0.01,0.00,0.46,0.32,0.58,0.00,0.00,0.08,0.35,18,0.18,1,0
36,12,110,30,744,456,20,37,14,20,69,14,10,69,51,0,0,7,69,2.14592274678112,0.679611650485437,0.386178861788619,-1.03621730382294,-0.927835051546395,0,0.20,0.46,0.14,0.20,0.69,0.14,0.10,0.69,0.51,0.00,0.00,0.07,0.69,10,0.10,0,0
18,7,103,47,720,470,29,32,29,41,17,50,0,0,45,0,0,3,4,-0.429184549356223,-0.938511326860842,-1.03658536585366,0.674044265593562,0.309278350515462,-1.34615384615385,0.29,0.40,0.29,0.41,0.17,0.50,0.00,0.00,0.45,0.00,0.00,0.03,0.04,11,0.11,0,0
18,13,109,38,700,451,27,43,36,69,49,63,13,68,22,0,0,17,69,-0.429184549356223,1.00323624595469,0.182926829268294,-0.231388329979879,1.34020618556701,0.480769230769229,0.27,0.54,0.36,0.69,0.49,0.63,0.13,0.68,0.22,0.00,0.00,0.17,0.69,31,0.31,2,0
18,8,114,44,760,451,37,33,36,0,0,2,38,1,37,8,0,0,22,-0.429184549356223,-0.614886731391586,1.19918699186992,0.372233400402415,-1.75257731958763,0.480769230769229,0.37,0.41,0.36,0.00,0.00,0.02,0.38,0.01,0.37,0.08,0.00,0.00,0.22,13,0.13,0,0
28,9,102,59,754,457,22,34,39,0,4,45,11,43,69,0,0,45,27,1.00143061516452,-0.29126213592233,-1.23983739837398,1.88128772635815,-1.44329896907217,-0.0961538461538527,0.22,0.43,0.39,0.00,0.04,0.45,0.11,0.43,0.69,0.00,0.00,0.45,0.27,15,0.15,0,0
28,9,109,49,709,452,17,41,52,69,56,69,18,12,44,0,0,0,64,1.00143061516452,-0.29126213592233,0.182926829268294,0.875251509054326,0.876288659793814,0.384615384615385,0.17,0.51,0.52,0.69,0.56,0.69,0.18,0.12,0.44,0.00,0.00,0.00,0.64,17,0.17,1,0
14,12,104,50,746,447,30,35,55,0,19,54,36,29,50,0,0,8,58,-1.00143061516452,0.679611650485437,-0.833333333333332,0.975855130784709,-1.03092783505155,0.865384615384614,0.30,0.44,0.55,0.00,0.19,0.54,0.36,0.29,0.50,0.00,0.00,0.08,0.58,17,0.17,1,0
18,11,108,48,720,451,13,34,39,13,30,31,12,0,3,0,0,5,44,-0.429184549356223,0.355987055016181,-0.0203252032520314,0.774647887323944,0.309278350515462,0.480769230769229,0.13,0.43,0.39,0.13,0.30,0.31,0.12,0.00,0.03,0.00,0.00,0.05,0.44,13,0.13,0,0
18,8,105,40,728,465,39,32,10,2,44,0,7,0,13,0,0,8,35,-0.429184549356223,-0.614886731391586,-0.630081300813007,-0.0301810865191144,-0.103092783505157,-0.865384615384623,0.39,0.40,0.10,0.02,0.44,0.00,0.07,0.00,0.13,0.00,0.00,0.08,0.35,9,0.09,0,0
9,11,107,45,756,470,23,20,0,0,0,40,14,12,56,0,0,7,22,-1.71673819742489,0.355987055016181,-0.223577235772357,0.472837022132797,-1.54639175257732,-1.34615384615385,0.23,0.25,0.00,0.00,0.00,0.40,0.14,0.12,0.56,0.00,0.00,0.07,0.22,9,0.09,0,0
36,12,106,26,736,477,50,34,1,4,55,0,0,51,1,0,0,0,33,2.14592274678112,0.679611650485437,-0.426829268292682,-1.43863179074447,-0.515463917525776,-2.01923076923077,0.50,0.43,0.01,0.04,0.55,0.00,0.00,0.51,0.01,0.00,0.00,0.00,0.33,8,0.08,0,0
11,11,105,26,705,463,53,32,0,41,12,0,0,7,9,0,0,0,30,-1.43061516452074,0.355987055016181,-0.630081300813007,-1.43863179074447,1.08247422680412,-0.673076923076926,0.53,0.40,0.00,0.41,0.12,0.00,0.00,0.07,0.09,0.00,0.00,0.00,0.30,14,0.14,0,0
24,10,106,51,737,451,20,33,28,0,0,19,33,5,16,0,0,14,18,0.429184549356223,0.0323624595469255,-0.426829268292682,1.07645875251509,-0.567010309278352,0.480769230769229,0.20,0.41,0.28,0.00,0.00,0.19,0.33,0.05,0.16,0.00,0.00,0.14,0.18,14,0.14,0,0
26,10,107,37,726,469,43,38,54,46,65,0,0,54,0,0,0,0,0,0.715307582260372,0.0323624595469255,-0.223577235772357,-0.331991951710261,0,-1.25000000000001,0.43,0.48,0.54,0.46,0.65,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,9,0.09,0,0
23,5,105,45,733,472,29,28,33,17,6,44,0,0,0,0,0,0,19,0.286123032904149,-1.58576051779935,-0.630081300813007,0.472837022132797,-0.360824742268043,-1.53846153846154,0.29,0.35,0.33,0.17,0.06,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.19,9,0.09,0,0
15,7,103,22,760,460,30,23,0,0,20,3,30,8,33,0,0,6,3,-0.858369098712446,-0.938511326860842,-1.03658536585366,-1.841046277666,-1.75257731958763,-0.384615384615385,0.30,0.29,0.00,0.00,0.20,0.03,0.30,0.08,0.33,0.00,0.00,0.06,0.03,13,0.13,0,0
30,11,107,42,720,451,36,43,0,7,54,14,18,0,45,0,0,69,12,1.28755364806867,0.355987055016181,-0.223577235772357,0.17102615694165,0.309278350515462,0.480769230769229,0.36,0.54,0.00,0.07,0.54,0.14,0.18,0.00,0.45,0.00,0.00,0.69,0.12,17,0.17,1,0
18,12,106,44,720,457,42,41,24,20,15,69,8,58,46,0,0,27,11,-0.429184549356223,0.679611650485437,-0.426829268292682,0.372233400402415,0.309278350515462,-0.0961538461538527,0.42,0.51,0.24,0.20,0.15,0.69,0.08,0.58,0.46,0.00,0.00,0.27,0.11,33,0.33,2,0
