Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
26,22,104,25,793,489,29,37,18,0,0,30,15,39,0,2,40,44,50,7,0.71304347826087,0.564102564102564,0.0197238658777109,0.213049267643143,-1.75879396984924,-1.02564102564103,0.29,0.46,0.18,0.00,0.00,0.30,0.15,0.39,0.00,0.02,0.40,0.44,0.50,0.07,15,0.15,0,0
17,23,101,24,790,478,41,36,12,12,25,40,0,9,0,0,64,60,16,44,-0.852173913043478,0.82051282051282,-0.57199211045365,0.0798934753661786,-1.60804020100503,0.384615384615376,0.41,0.45,0.12,0.12,0.25,0.40,0.00,0.09,0.00,0.00,0.64,0.60,0.16,0.44,16,0.16,1,0
12,20,104,22,735,478,29,33,15,36,17,21,61,0,35,54,8,54,63,69,-1.72173913043478,0.0512820512820511,0.0197238658777109,-0.186418109187749,1.15577889447236,0.384615384615376,0.29,0.41,0.15,0.36,0.17,0.21,0.61,0.00,0.35,0.54,0.08,0.54,0.63,0.69,12,0.12,0,0
20,17,100,16,814,488,37,33,68,10,60,11,2,57,57,20,25,30,19,61,-0.330434782608695,-0.717948717948718,-0.76923076923077,-0.985352862849534,-2.8140703517588,-0.897435897435901,0.37,0.41,0.68,0.10,0.60,0.11,0.02,0.57,0.57,0.20,0.25,0.30,0.19,0.61,15,0.15,0,0
21,17,103,9,759,489,36,27,6,30,33,9,24,0,0,0,0,38,14,9,-0.156521739130435,-0.717948717948718,-0.177514792899409,-1.91744340878828,-0.050251256281406,-1.02564102564103,0.36,0.34,0.06,0.30,0.33,0.09,0.24,0.00,0.00,0.00,0.00,0.38,0.14,0.09,12,0.12,0,0
24,23,103,21,742,475,36,40,7,35,18,30,21,13,0,69,38,14,68,28,0.365217391304348,0.82051282051282,-0.177514792899409,-0.319573901464714,0.804020100502513,0.769230769230764,0.36,0.50,0.07,0.35,0.18,0.30,0.21,0.13,0.00,0.69,0.38,0.14,0.68,0.28,17,0.17,1,0
21,15,95,23,772,484,40,27,2,7,0,3,0,28,2,17,20,29,0,19,-0.156521739130435,-1.23076923076923,-1.75542406311637,-0.0532623169107854,-0.703517587939697,-0.384615384615388,0.40,0.34,0.02,0.07,0.00,0.03,0.00,0.28,0.02,0.17,0.20,0.29,0.00,0.19,8,0.08,0,0
27,16,103,19,738,479,32,33,44,0,17,0,49,0,1,11,0,55,0,10,0.886956521739131,-0.974358974358975,-0.177514792899409,-0.585885486018642,1.00502512562814,0.256410256410251,0.32,0.41,0.44,0.00,0.17,0.00,0.49,0.00,0.01,0.11,0.00,0.55,0.00,0.10,11,0.11,0,0
13,17,107,15,777,490,33,31,57,68,0,14,12,0,23,33,4,13,0,46,-1.54782608695652,-0.717948717948718,0.611439842209072,-1.1185086551265,-0.954773869346731,-1.15384615384616,0.33,0.39,0.57,0.68,0.00,0.14,0.12,0.00,0.23,0.33,0.04,0.13,0.00,0.46,12,0.12,0,0
27,18,105,28,760,488,25,38,24,0,46,7,38,17,35,7,26,0,23,32,0.886956521739131,-0.461538461538462,0.216962524654831,0.612516644474035,-0.100502512562812,-0.897435897435901,0.25,0.48,0.24,0.00,0.46,0.07,0.38,0.17,0.35,0.07,0.26,0.00,0.23,0.32,17,0.17,1,0
16,17,101,23,750,475,21,27,0,26,44,4,16,0,6,0,3,0,33,0,-1.02608695652174,-0.717948717948718,-0.57199211045365,-0.0532623169107854,0.402010050251257,0.769230769230764,0.21,0.34,0.00,0.26,0.44,0.04,0.16,0.00,0.06,0.00,0.03,0.00,0.33,0.00,11,0.11,0,0
20,20,95,25,802,478,9,22,0,7,18,30,0,19,0,0,27,27,0,10,-0.330434782608695,0.0512820512820511,-1.75542406311637,0.213049267643143,-2.21105527638191,0.384615384615376,0.09,0.28,0.00,0.07,0.18,0.30,0.00,0.19,0.00,0.00,0.27,0.27,0.00,0.10,10,0.10,0,0
28,18,99,17,780,475,54,34,0,0,4,14,0,17,13,22,6,0,16,0,1.06086956521739,-0.461538461538462,-0.966469428007891,-0.85219707057257,-1.10552763819095,0.769230769230764,0.54,0.43,0.00,0.00,0.04,0.14,0.00,0.17,0.13,0.22,0.06,0.00,0.16,0.00,13,0.13,0,0
17,22,107,22,756,487,35,39,33,0,43,29,50,21,22,55,2,15,0,0,-0.852173913043478,0.564102564102564,0.611439842209072,-0.186418109187749,0.100502512562816,-0.769230769230776,0.35,0.49,0.33,0.00,0.43,0.29,0.50,0.21,0.22,0.55,0.02,0.15,0.00,0.00,18,0.18,1,0
16,16,107,28,745,480,21,36,35,40,59,0,48,3,25,4,58,44,65,42,-1.02608695652174,-0.974358974358975,0.611439842209072,0.612516644474035,0.653266331658291,0.128205128205125,0.21,0.45,0.35,0.40,0.59,0.00,0.48,0.03,0.25,0.04,0.58,0.44,0.65,0.42,14,0.14,0,0
24,17,109,19,771,480,31,38,41,30,10,0,28,43,28,40,13,8,0,47,0.365217391304348,-0.717948717948718,1.00591715976331,-0.585885486018642,-0.653266331658291,0.128205128205125,0.31,0.48,0.41,0.30,0.10,0.00,0.28,0.43,0.28,0.40,0.13,0.08,0.00,0.47,14,0.14,0,0
26,24,107,16,736,478,39,43,38,7,30,32,35,0,0,0,64,9,12,61,0.71304347826087,1.07692307692308,0.611439842209072,-0.985352862849534,1.10552763819095,0.384615384615376,0.39,0.54,0.38,0.07,0.30,0.32,0.35,0.00,0.00,0.00,0.64,0.09,0.12,0.61,16,0.16,1,0
18,26,102,17,788,467,39,37,17,4,15,69,0,20,22,25,6,0,12,42,-0.678260869565217,1.58974358974359,-0.37475345167653,-0.85219707057257,-1.50753768844221,1.79487179487179,0.39,0.46,0.17,0.04,0.15,0.69,0.00,0.20,0.22,0.25,0.06,0.00,0.12,0.42,20,0.20,1,0
15,15,105,27,739,484,45,36,0,9,1,3,0,26,14,25,52,32,0,16,-1.2,-1.23076923076923,0.216962524654831,0.479360852197071,0.954773869346736,-0.384615384615388,0.45,0.45,0.00,0.09,0.01,0.03,0.00,0.26,0.14,0.25,0.52,0.32,0.00,0.16,18,0.18,1,0
19,17,107,34,724,479,53,49,59,4,45,11,30,69,10,20,69,4,0,12,-0.504347826086956,-0.717948717948718,0.611439842209072,1.41145139813582,1.70854271356784,0.256410256410251,0.53,0.61,0.59,0.04,0.45,0.11,0.30,0.69,0.10,0.20,0.69,0.04,0.00,0.12,33,0.33,2,0
25,20,108,30,751,478,19,42,0,43,22,16,7,45,46,15,45,40,0,0,0.539130434782609,0.0512820512820511,0.808678500986192,0.878828229027963,0.351758793969851,0.384615384615376,0.19,0.53,0.00,0.43,0.22,0.16,0.07,0.45,0.46,0.15,0.45,0.40,0.00,0.00,48,0.48,2,1
29,29,100,27,773,482,25,38,15,7,19,51,0,37,15,0,12,7,0,13,1.23478260869565,2.35897435897436,-0.76923076923077,0.479360852197071,-0.753768844221107,-0.128205128205137,0.25,0.48,0.15,0.07,0.19,0.51,0.00,0.37,0.15,0.00,0.12,0.07,0.00,0.13,16,0.16,1,0
25,27,106,44,730,456,20,55,64,35,69,53,41,69,69,66,69,69,69,69,0.539130434782609,1.84615384615385,0.414201183431952,2.74300932090546,1.4070351758794,3.20512820512821,0.20,0.69,0.64,0.35,0.69,0.53,0.41,0.69,0.69,0.66,0.69,0.69,0.69,0.69,64,0.64,3,1
27,26,106,27,730,468,34,50,15,69,30,46,60,54,41,48,14,37,56,69,0.886956521739131,1.58974358974359,0.414201183431952,0.479360852197071,1.4070351758794,1.66666666666667,0.34,0.63,0.15,0.69,0.30,0.46,0.60,0.54,0.41,0.48,0.14,0.37,0.56,0.69,52,0.52,3,1
27,19,97,20,775,478,53,34,0,18,20,2,0,0,0,24,2,15,11,16,0.886956521739131,-0.205128205128205,-1.36094674556213,-0.452729693741678,-0.854271356783919,0.384615384615376,0.53,0.43,0.00,0.18,0.20,0.02,0.00,0.00,0.00,0.24,0.02,0.15,0.11,0.16,9,0.09,0,0
17,21,107,25,760,478,49,42,5,3,30,24,7,0,14,21,0,54,1,19,-0.852173913043478,0.307692307692308,0.611439842209072,0.213049267643143,-0.100502512562812,0.384615384615376,0.49,0.53,0.05,0.03,0.30,0.24,0.07,0.00,0.14,0.21,0.00,0.54,0.01,0.19,18,0.18,1,0
20,15,104,21,742,494,41,33,10,7,24,0,50,25,14,26,19,16,0,21,-0.330434782608695,-1.23076923076923,0.0197238658777109,-0.319573901464714,0.804020100502513,-1.66666666666668,0.41,0.41,0.10,0.07,0.24,0.00,0.50,0.25,0.14,0.26,0.19,0.16,0.00,0.21,12,0.12,0,0
18,19,107,24,744,483,28,37,7,41,25,17,13,1,8,37,22,24,35,0,-0.678260869565217,-0.205128205128205,0.611439842209072,0.0798934753661786,0.703517587939697,-0.256410256410262,0.28,0.46,0.07,0.41,0.25,0.17,0.13,0.01,0.08,0.37,0.22,0.24,0.35,0.00,15,0.15,0,0
26,23,97,14,760,487,33,31,33,9,35,46,0,8,3,0,0,38,0,0,0.71304347826087,0.82051282051282,-1.36094674556213,-1.25166444740346,-0.100502512562812,-0.769230769230776,0.33,0.39,0.33,0.09,0.35,0.46,0.00,0.08,0.03,0.00,0.00,0.38,0.00,0.00,15,0.15,0,0
28,14,96,12,757,478,44,29,0,49,69,0,16,40,0,56,49,68,50,69,1.06086956521739,-1.48717948717949,-1.55818540433925,-1.51797603195739,0.050251256281406,0.384615384615376,0.44,0.36,0.00,0.49,0.69,0.00,0.16,0.40,0.00,0.56,0.49,0.68,0.50,0.69,19,0.19,1,0
21,23,98,31,760,489,41,38,0,53,55,40,32,29,17,52,41,50,35,23,-0.156521739130435,0.82051282051282,-1.16370808678501,1.01198402130493,-0.100502512562812,-1.02564102564103,0.41,0.48,0.00,0.53,0.55,0.40,0.32,0.29,0.17,0.52,0.41,0.50,0.35,0.23,19,0.19,1,0
21,24,106,12,780,485,41,37,42,10,14,39,29,1,0,62,0,35,45,69,-0.156521739130435,1.07692307692308,0.414201183431952,-1.51797603195739,-1.10552763819095,-0.512820512820513,0.41,0.46,0.42,0.10,0.14,0.39,0.29,0.01,0.00,0.62,0.00,0.35,0.45,0.69,17,0.17,1,0
20,18,93,10,765,479,33,26,0,69,33,15,0,3,0,50,3,48,8,63,-0.330434782608695,-0.461538461538462,-2.14990138067061,-1.78428761651132,-0.351758793969851,0.256410256410251,0.33,0.33,0.00,0.69,0.33,0.15,0.00,0.03,0.00,0.50,0.03,0.48,0.08,0.63,9,0.09,0,0
18,27,105,29,745,483,21,39,6,20,0,46,29,32,35,69,69,53,0,39,-0.678260869565217,1.84615384615385,0.216962524654831,0.745672436750999,0.653266331658291,-0.256410256410262,0.21,0.49,0.06,0.20,0.00,0.46,0.29,0.32,0.35,0.69,0.69,0.53,0.00,0.39,16,0.16,1,0
11,19,104,28,744,485,28,31,2,0,16,13,11,0,13,4,50,30,37,43,-1.89565217391304,-0.205128205128205,0.0197238658777109,0.612516644474035,0.703517587939697,-0.512820512820513,0.28,0.39,0.02,0.00,0.16,0.13,0.11,0.00,0.13,0.04,0.50,0.30,0.37,0.43,10,0.10,0,0
28,21,106,19,742,479,45,44,67,69,7,18,10,0,24,12,56,29,69,60,1.06086956521739,0.307692307692308,0.414201183431952,-0.585885486018642,0.804020100502513,0.256410256410251,0.45,0.55,0.67,0.69,0.07,0.18,0.10,0.00,0.24,0.12,0.56,0.29,0.69,0.60,17,0.17,1,0
18,19,102,30,744,485,45,39,0,0,20,21,69,44,69,2,32,6,0,50,-0.678260869565217,-0.205128205128205,-0.37475345167653,0.878828229027963,0.703517587939697,-0.512820512820513,0.45,0.49,0.00,0.00,0.20,0.21,0.69,0.44,0.69,0.02,0.32,0.06,0.00,0.50,18,0.18,1,0
20,15,99,23,760,478,51,33,6,0,32,0,7,0,5,39,0,1,0,0,-0.330434782608695,-1.23076923076923,-0.966469428007891,-0.0532623169107854,-0.100502512562812,0.384615384615376,0.51,0.41,0.06,0.00,0.32,0.00,0.07,0.00,0.05,0.39,0.00,0.01,0.00,0.00,14,0.14,0,0
20,17,96,10,760,486,36,27,9,68,17,15,15,0,9,68,16,0,54,62,-0.330434782608695,-0.717948717948718,-1.55818540433925,-1.78428761651132,-0.100502512562812,-0.64102564102565,0.36,0.34,0.09,0.68,0.17,0.15,0.15,0.00,0.09,0.68,0.16,0.00,0.54,0.62,13,0.13,0,0
31,23,103,33,750,474,30,45,23,46,0,31,4,32,46,51,54,0,47,0,1.58260869565217,0.82051282051282,-0.177514792899409,1.27829560585886,0.402010050251257,0.89743589743589,0.30,0.56,0.23,0.46,0.00,0.31,0.04,0.32,0.46,0.51,0.54,0.00,0.47,0.00,25,0.25,1,0
29,33,113,19,736,454,54,59,42,42,69,69,4,10,11,0,41,15,28,52,1.23478260869565,3.38461538461538,1.79487179487179,-0.585885486018642,1.10552763819095,3.46153846153846,0.54,0.74,0.42,0.42,0.69,0.69,0.04,0.10,0.11,0.00,0.41,0.15,0.28,0.52,46,0.46,2,1
25,14,104,15,760,479,31,33,51,39,35,0,18,51,16,66,0,0,50,16,0.539130434782609,-1.48717948717949,0.0197238658777109,-1.1185086551265,-0.100502512562812,0.256410256410251,0.31,0.41,0.51,0.39,0.35,0.00,0.18,0.51,0.16,0.66,0.00,0.00,0.50,0.16,16,0.16,1,0
25,17,102,23,760,486,49,37,0,1,16,6,9,23,23,3,6,47,1,1,0.539130434782609,-0.717948717948718,-0.37475345167653,-0.0532623169107854,-0.100502512562812,-0.64102564102565,0.49,0.46,0.00,0.01,0.16,0.06,0.09,0.23,0.23,0.03,0.06,0.47,0.01,0.01,19,0.19,1,0
20,22,109,15,763,486,31,40,69,22,0,21,37,69,17,60,0,41,6,0,-0.330434782608695,0.564102564102564,1.00591715976331,-1.1185086551265,-0.251256281407034,-0.64102564102565,0.31,0.50,0.69,0.22,0.00,0.21,0.37,0.69,0.17,0.60,0.00,0.41,0.06,0.00,16,0.16,1,0
20,15,106,29,739,478,20,37,21,60,37,6,0,1,39,41,64,13,35,69,-0.330434782608695,-1.23076923076923,0.414201183431952,0.745672436750999,0.954773869346736,0.384615384615376,0.20,0.46,0.21,0.60,0.37,0.06,0.00,0.01,0.39,0.41,0.64,0.13,0.35,0.69,14,0.14,0,0
26,20,99,25,754,478,48,40,25,20,32,16,0,3,59,0,23,22,26,0,0.71304347826087,0.0512820512820511,-0.966469428007891,0.213049267643143,0.201005025125628,0.384615384615376,0.48,0.50,0.25,0.20,0.32,0.16,0.00,0.03,0.59,0.00,0.23,0.22,0.26,0.00,12,0.12,0,0
13,22,108,17,753,485,41,37,7,11,46,43,53,13,0,34,0,4,0,1,-1.54782608695652,0.564102564102564,0.808678500986192,-0.85219707057257,0.251256281407034,-0.512820512820513,0.41,0.46,0.07,0.11,0.46,0.43,0.53,0.13,0.00,0.34,0.00,0.04,0.00,0.01,18,0.18,1,0
18,14,100,26,760,485,41,31,0,29,11,0,15,6,13,6,14,2,0,0,-0.678260869565217,-1.48717948717949,-0.76923076923077,0.346205059920107,-0.100502512562812,-0.512820512820513,0.41,0.39,0.00,0.29,0.11,0.00,0.15,0.06,0.13,0.06,0.14,0.02,0.00,0.00,11,0.11,0,0
15,14,105,18,759,483,49,33,20,16,37,0,3,0,21,30,0,0,11,0,-1.2,-1.48717948717949,0.216962524654831,-0.719041278295606,-0.050251256281406,-0.256410256410262,0.49,0.41,0.20,0.16,0.37,0.00,0.03,0.00,0.21,0.30,0.00,0.00,0.11,0.00,12,0.12,0,0
22,15,102,16,781,487,21,28,22,0,8,0,69,44,22,51,0,12,69,8,0.0173913043478263,-1.23076923076923,-0.37475345167653,-0.985352862849534,-1.15577889447236,-0.769230769230776,0.21,0.35,0.22,0.00,0.08,0.00,0.69,0.44,0.22,0.51,0.00,0.12,0.69,0.08,15,0.15,0,0
14,17,108,15,750,480,19,31,35,0,40,4,61,30,9,21,0,0,42,44,-1.37391304347826,-0.717948717948718,0.808678500986192,-1.1185086551265,0.402010050251257,0.128205128205125,0.19,0.39,0.35,0.00,0.40,0.04,0.61,0.30,0.09,0.21,0.00,0.00,0.42,0.44,15,0.15,0,0
20,20,100,18,751,485,36,33,9,23,0,28,0,17,25,0,9,0,13,0,-0.330434782608695,0.0512820512820511,-0.76923076923077,-0.719041278295606,0.351758793969851,-0.512820512820513,0.36,0.41,0.09,0.23,0.00,0.28,0.00,0.17,0.25,0.00,0.09,0.00,0.13,0.00,15,0.15,0,0
10,17,98,17,760,483,36,26,28,49,10,16,15,19,0,24,38,29,58,0,-2.0695652173913,-0.717948717948718,-1.16370808678501,-0.85219707057257,-0.100502512562812,-0.256410256410262,0.36,0.33,0.28,0.49,0.10,0.16,0.15,0.19,0.00,0.24,0.38,0.29,0.58,0.00,14,0.14,0,0
31,18,113,26,745,475,31,52,69,56,63,8,69,16,18,52,45,28,44,42,1.58260869565217,-0.461538461538462,1.79487179487179,0.346205059920107,0.653266331658291,0.769230769230764,0.31,0.65,0.69,0.56,0.63,0.08,0.69,0.16,0.18,0.52,0.45,0.28,0.44,0.42,56,0.56,3,1
15,20,108,16,745,480,43,38,4,2,10,40,29,0,0,0,2,7,9,18,-1.2,0.0512820512820511,0.808678500986192,-0.985352862849534,0.653266331658291,0.128205128205125,0.43,0.48,0.04,0.02,0.10,0.40,0.29,0.00,0.00,0.00,0.02,0.07,0.09,0.18,20,0.20,1,0
20,15,108,29,799,487,34,37,12,15,0,0,9,21,16,14,10,0,51,14,-0.330434782608695,-1.23076923076923,0.808678500986192,0.745672436750999,-2.06030150753769,-0.769230769230776,0.34,0.46,0.12,0.15,0.00,0.00,0.09,0.21,0.16,0.14,0.10,0.00,0.51,0.14,15,0.15,0,0
22,22,108,17,766,480,36,42,17,0,10,36,63,31,1,0,14,28,61,37,0.0173913043478263,0.564102564102564,0.808678500986192,-0.85219707057257,-0.402010050251257,0.128205128205125,0.36,0.53,0.17,0.00,0.10,0.36,0.63,0.31,0.01,0.00,0.14,0.28,0.61,0.37,20,0.20,1,0
24,15,98,24,803,478,29,27,0,40,13,0,0,4,33,60,17,55,0,42,0.365217391304348,-1.23076923076923,-1.16370808678501,0.0798934753661786,-2.26130653266331,0.384615384615376,0.29,0.34,0.00,0.40,0.13,0.00,0.00,0.04,0.33,0.60,0.17,0.55,0.00,0.42,10,0.10,0,0
20,24,93,15,760,484,25,27,0,0,22,59,17,0,0,56,0,6,39,40,-0.330434782608695,1.07692307692308,-2.14990138067061,-1.1185086551265,-0.100502512562812,-0.384615384615388,0.25,0.34,0.00,0.00,0.22,0.59,0.17,0.00,0.00,0.56,0.00,0.06,0.39,0.40,13,0.13,0,0
14,17,105,24,766,483,36,32,0,0,38,8,36,0,27,17,0,0,4,3,-1.37391304347826,-0.717948717948718,0.216962524654831,0.0798934753661786,-0.402010050251257,-0.256410256410262,0.36,0.40,0.00,0.00,0.38,0.08,0.36,0.00,0.27,0.17,0.00,0.00,0.04,0.03,12,0.12,0,0
21,17,109,22,760,486,40,39,49,7,0,8,7,0,14,20,7,0,0,0,-0.156521739130435,-0.717948717948718,1.00591715976331,-0.186418109187749,-0.100502512562812,-0.64102564102565,0.40,0.49,0.49,0.07,0.00,0.08,0.07,0.00,0.14,0.20,0.07,0.00,0.00,0.00,15,0.15,0,0
17,25,108,20,739,485,47,44,4,13,21,66,43,16,33,49,9,16,68,45,-0.852173913043478,1.33333333333333,0.808678500986192,-0.452729693741678,0.954773869346736,-0.512820512820513,0.47,0.55,0.04,0.13,0.21,0.66,0.43,0.16,0.33,0.49,0.09,0.16,0.68,0.45,37,0.37,2,0
11,15,109,30,781,472,57,40,30,9,0,0,14,0,50,51,29,9,21,51,-1.89565217391304,-1.23076923076923,1.00591715976331,0.878828229027963,-1.15577889447236,1.15384615384615,0.57,0.50,0.30,0.09,0.00,0.00,0.14,0.00,0.50,0.51,0.29,0.09,0.21,0.51,19,0.19,1,0
20,14,100,24,786,495,30,26,18,8,13,0,20,7,21,10,37,0,9,1,-0.330434782608695,-1.48717948717949,-0.76923076923077,0.0798934753661786,-1.4070351758794,-1.7948717948718,0.30,0.33,0.18,0.08,0.13,0.00,0.20,0.07,0.21,0.10,0.37,0.00,0.09,0.01,10,0.10,0,0
20,14,97,25,760,489,33,29,9,31,0,0,43,0,68,31,39,53,68,42,-0.330434782608695,-1.48717948717949,-1.36094674556213,0.213049267643143,-0.100502512562812,-1.02564102564103,0.33,0.36,0.09,0.31,0.00,0.00,0.43,0.00,0.68,0.31,0.39,0.53,0.68,0.42,14,0.14,0,0
32,20,107,39,733,485,35,49,24,42,2,13,55,40,14,8,22,39,0,41,1.75652173913044,0.0512820512820511,0.611439842209072,2.07723035952064,1.25628140703518,-0.512820512820513,0.35,0.61,0.24,0.42,0.02,0.13,0.55,0.40,0.14,0.08,0.22,0.39,0.00,0.41,19,0.19,1,0
19,22,106,24,760,478,49,44,2,28,38,57,0,20,0,0,0,15,4,4,-0.504347826086956,0.564102564102564,0.414201183431952,0.0798934753661786,-0.100502512562812,0.384615384615376,0.49,0.55,0.02,0.28,0.38,0.57,0.00,0.20,0.00,0.00,0.00,0.15,0.04,0.04,42,0.42,2,1
13,18,106,21,759,477,46,34,7,13,65,10,12,0,0,17,21,0,3,67,-1.54782608695652,-0.461538461538462,0.414201183431952,-0.319573901464714,-0.050251256281406,0.512820512820513,0.46,0.43,0.07,0.13,0.65,0.10,0.12,0.00,0.00,0.17,0.21,0.00,0.03,0.67,19,0.19,1,0
25,15,92,27,792,488,46,31,0,0,4,0,19,39,11,14,10,0,0,1,0.539130434782609,-1.23076923076923,-2.34714003944773,0.479360852197071,-1.70854271356784,-0.897435897435901,0.46,0.39,0.00,0.00,0.04,0.00,0.19,0.39,0.11,0.14,0.10,0.00,0.00,0.01,13,0.13,0,0
20,15,102,19,812,489,26,32,58,7,0,0,21,68,41,54,45,68,34,11,-0.330434782608695,-1.23076923076923,-0.37475345167653,-0.585885486018642,-2.71356783919598,-1.02564102564103,0.26,0.40,0.58,0.07,0.00,0.00,0.21,0.68,0.41,0.54,0.45,0.68,0.34,0.11,20,0.20,1,0
20,19,106,14,748,495,26,36,64,53,6,18,16,32,34,11,1,68,4,3,-0.330434782608695,-0.205128205128205,0.414201183431952,-1.25166444740346,0.502512562814069,-1.7948717948718,0.26,0.45,0.64,0.53,0.06,0.18,0.16,0.32,0.34,0.11,0.01,0.68,0.04,0.03,15,0.15,0,0
23,21,103,22,753,485,22,34,16,6,0,32,11,57,7,7,12,0,34,44,0.191304347826087,0.307692307692308,-0.177514792899409,-0.186418109187749,0.251256281407034,-0.512820512820513,0.22,0.43,0.16,0.06,0.00,0.32,0.11,0.57,0.07,0.07,0.12,0.00,0.34,0.44,15,0.15,0,0
20,18,96,28,810,478,15,31,58,20,44,14,57,42,63,30,59,10,36,53,-0.330434782608695,-0.461538461538462,-1.55818540433925,0.612516644474035,-2.61306532663316,0.384615384615376,0.15,0.39,0.58,0.20,0.44,0.14,0.57,0.42,0.63,0.30,0.59,0.10,0.36,0.53,17,0.17,1,0
30,25,107,29,733,493,37,43,0,12,9,26,5,12,0,0,21,0,0,7,1.40869565217391,1.33333333333333,0.611439842209072,0.745672436750999,1.25628140703518,-1.53846153846154,0.37,0.54,0.00,0.12,0.09,0.26,0.05,0.12,0.00,0.00,0.21,0.00,0.00,0.07,12,0.12,0,0
18,24,102,19,779,468,27,34,8,64,55,39,65,0,0,17,42,55,68,49,-0.678260869565217,1.07692307692308,-0.37475345167653,-0.585885486018642,-1.05527638190955,1.66666666666667,0.27,0.43,0.08,0.64,0.55,0.39,0.65,0.00,0.00,0.17,0.42,0.55,0.68,0.49,17,0.17,1,0
20,15,107,22,757,493,29,34,30,25,33,4,44,3,7,0,45,24,55,20,-0.330434782608695,-1.23076923076923,0.611439842209072,-0.186418109187749,0.050251256281406,-1.53846153846154,0.29,0.43,0.30,0.25,0.33,0.04,0.44,0.03,0.07,0.00,0.45,0.24,0.55,0.20,18,0.18,1,0
33,15,108,42,727,481,43,55,68,46,1,0,66,39,68,55,68,68,51,26,1.9304347826087,-1.23076923076923,0.808678500986192,2.47669773635153,1.55778894472362,0,0.43,0.69,0.68,0.46,0.01,0.00,0.66,0.39,0.68,0.55,0.68,0.68,0.51,0.26,59,0.59,3,1
20,22,111,19,765,480,48,47,57,35,22,20,15,53,6,12,22,0,16,26,-0.330434782608695,0.564102564102564,1.40039447731755,-0.585885486018642,-0.351758793969851,0.128205128205125,0.48,0.59,0.57,0.35,0.22,0.20,0.15,0.53,0.06,0.12,0.22,0.00,0.16,0.26,26,0.26,1,0
24,23,106,24,751,478,32,45,50,40,36,36,1,61,32,43,67,11,21,0,0.365217391304348,0.82051282051282,0.414201183431952,0.0798934753661786,0.351758793969851,0.384615384615376,0.32,0.56,0.50,0.40,0.36,0.36,0.01,0.61,0.32,0.43,0.67,0.11,0.21,0.00,41,0.41,2,1
15,20,98,9,760,485,44,26,0,0,15,21,13,0,0,43,0,24,11,35,-1.2,0.0512820512820511,-1.16370808678501,-1.91744340878828,-0.100502512562812,-0.512820512820513,0.44,0.33,0.00,0.00,0.15,0.21,0.13,0.00,0.00,0.43,0.00,0.24,0.11,0.35,11,0.11,0,0
21,19,105,10,741,482,51,39,50,0,0,19,63,11,29,33,0,38,16,54,-0.156521739130435,-0.205128205128205,0.216962524654831,-1.78428761651132,0.854271356783919,-0.128205128205137,0.51,0.49,0.50,0.00,0.00,0.19,0.63,0.11,0.29,0.33,0.00,0.38,0.16,0.54,20,0.20,1,0
21,18,100,22,801,491,36,28,1,2,36,5,0,0,46,0,0,27,0,3,-0.156521739130435,-0.461538461538462,-0.76923076923077,-0.186418109187749,-2.1608040201005,-1.28205128205129,0.36,0.35,0.01,0.02,0.36,0.05,0.00,0.00,0.46,0.00,0.00,0.27,0.00,0.03,11,0.11,0,0
29,14,101,29,760,475,41,38,0,0,0,0,51,28,10,7,62,40,0,68,1.23478260869565,-1.48717948717949,-0.57199211045365,0.745672436750999,-0.100502512562812,0.769230769230764,0.41,0.48,0.00,0.00,0.00,0.00,0.51,0.28,0.10,0.07,0.62,0.40,0.00,0.68,14,0.14,0,0
27,23,96,22,778,478,35,33,0,59,31,38,8,6,35,18,25,7,24,0,0.886956521739131,0.82051282051282,-1.55818540433925,-0.186418109187749,-1.00502512562814,0.384615384615376,0.35,0.41,0.00,0.59,0.31,0.38,0.08,0.06,0.35,0.18,0.25,0.07,0.24,0.00,17,0.17,1,0
21,23,110,34,770,487,31,49,62,37,19,25,34,15,62,68,49,56,48,36,-0.156521739130435,0.82051282051282,1.20315581854043,1.41145139813582,-0.603015075376885,-0.769230769230776,0.31,0.61,0.62,0.37,0.19,0.25,0.34,0.15,0.62,0.68,0.49,0.56,0.48,0.36,19,0.19,1,0
23,16,106,29,731,487,46,43,0,68,6,0,34,14,21,63,47,9,6,23,0.191304347826087,-0.974358974358975,0.414201183431952,0.745672436750999,1.35678391959799,-0.769230769230776,0.46,0.54,0.00,0.68,0.06,0.00,0.34,0.14,0.21,0.63,0.47,0.09,0.06,0.23,18,0.18,1,0
