Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Endurance,Long_Snapping,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,EnduranceZ,Long_SnappingZ,PeakCur,PeakCurZ,Ability,Draftable
25,18,86,0,800,512,21,38,54,13,0,13,9,-0.466058763931105,-0.954356846473029,-0.358744394618835,NaN,0.545454545454542,1.72932330827067,0.21,0.48,0.54,0.13,0.00,0.13,0.09,36,0.36,2,0
30,21,88,0,840,544,20,21,52,0,7,35,0,0.0405268490374872,-0.33195020746888,-0.0597907324364732,NaN,-1.27272727272728,-0.676691729323314,0.20,0.26,0.52,0.00,0.07,0.35,0.00,7,0.07,0,0
47,17,85,0,840,550,37,15,0,0,0,0,54,1.7629179331307,-1.16182572614108,-0.508221225710016,NaN,-1.27272727272728,-1.12781954887218,0.37,0.19,0.00,0.00,0.00,0.00,0.54,14,0.14,0,0
18,17,82,0,784,524,16,37,49,69,0,0,6,-1.17527862208713,-1.16182572614108,-0.956651718983558,NaN,1.27272727272727,0.827067669172928,0.16,0.46,0.49,0.69,0.00,0.00,0.06,18,0.18,1,0
20,25,90,0,796,538,19,30,1,0,27,22,0,-0.972644376899696,0.497925311203319,0.239162929745889,NaN,0.727272727272724,-0.225563909774438,0.19,0.38,0.01,0.00,0.27,0.22,0.00,24,0.24,1,0
48,17,96,0,773,516,25,50,58,69,0,41,14,1.86423505572442,-1.16182572614108,1.13602391629297,NaN,1.77272727272727,1.42857142857142,0.25,0.63,0.58,0.69,0.00,0.41,0.14,43,0.43,2,1
33,17,80,0,840,550,40,24,0,0,0,0,6,0.344478216818642,-1.16182572614108,-1.25560538116592,NaN,-1.27272727272728,-1.12781954887218,0.40,0.30,0.00,0.00,0.00,0.00,0.06,5,0.05,0,0
41,25,89,0,810,550,24,24,0,0,25,13,0,1.15501519756839,0.497925311203319,0.0896860986547077,NaN,0.090909090909089,-1.12781954887218,0.24,0.30,0.00,0.00,0.25,0.13,0.00,11,0.11,0,0
38,24,87,0,796,535,29,38,29,12,15,29,11,0.851063829787234,0.290456431535269,-0.209267563527654,NaN,0.727272727272724,0,0.29,0.48,0.29,0.12,0.15,0.29,0.11,30,0.30,1,0
44,17,91,0,823,520,44,38,62,11,0,67,0,1.45896656534954,-1.16182572614108,0.388639760837069,NaN,-0.500000000000005,1.12781954887218,0.44,0.48,0.62,0.11,0.00,0.67,0.00,11,0.11,0,0
13,25,98,0,798,532,19,37,20,12,14,46,0,-1.68186423505572,0.497925311203319,1.43497757847534,NaN,0.636363636363631,0.225563909774431,0.19,0.46,0.20,0.12,0.14,0.46,0.00,17,0.17,1,0
31,28,88,0,800,550,10,26,0,44,40,6,0,0.141843971631206,1.12033195020747,-0.0597907324364732,NaN,0.545454545454542,-1.12781954887218,0.10,0.33,0.00,0.44,0.40,0.06,0.00,13,0.13,0,0
19,17,84,0,830,543,34,17,0,0,0,0,7,-1.07396149949341,-1.16182572614108,-0.657698056801197,NaN,-0.818181818181825,-0.601503759398497,0.34,0.21,0.00,0.00,0.00,0.00,0.07,2,0.02,0,0
47,21,90,0,797,527,46,42,12,12,1,22,0,1.7629179331307,-0.33195020746888,0.239162929745889,NaN,0.681818181818179,0.601503759398497,0.46,0.53,0.12,0.12,0.01,0.22,0.00,22,0.22,1,0
29,31,89,0,800,508,4,46,68,40,48,0,3,-0.0607902735562312,1.74273858921162,0.0896860986547077,NaN,0.545454545454542,2.03007518796992,0.04,0.58,0.68,0.40,0.48,0.00,0.03,57,0.57,3,1
38,17,81,0,840,550,3,14,0,0,0,0,68,0.851063829787234,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.03,0.18,0.00,0.00,0.00,0.00,0.68,19,0.19,1,0
22,19,95,0,800,530,26,35,19,9,0,68,0,-0.77001013171226,-0.746887966804979,0.986547085201793,NaN,0.545454545454542,0.375939849624059,0.26,0.44,0.19,0.09,0.00,0.68,0.00,11,0.11,0,0
15,17,79,0,840,550,19,18,0,0,0,0,39,-1.47922998986829,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.19,0.23,0.00,0.00,0.00,0.00,0.39,11,0.11,0,0
28,33,96,0,772,487,22,68,68,68,59,61,18,-0.16210739614995,2.15767634854772,1.13602391629297,NaN,1.81818181818182,3.60902255639097,0.22,0.85,0.68,0.68,0.59,0.61,0.18,76,0.76,4,1
21,23,99,0,818,537,39,35,14,0,7,67,3,-0.871327254305978,0.0829875518672196,1.58445440956652,NaN,-0.272727272727275,-0.150375939849628,0.39,0.44,0.14,0.00,0.07,0.67,0.03,23,0.23,1,0
14,21,91,0,828,535,21,23,12,0,11,0,6,-1.58054711246201,-0.33195020746888,0.388639760837069,NaN,-0.727272727272728,0,0.21,0.29,0.12,0.00,0.11,0.00,0.06,7,0.07,0,0
13,17,90,0,813,528,15,26,36,9,0,7,0,-1.68186423505572,-1.16182572614108,0.239162929745889,NaN,-0.0454545454545526,0.52631578947368,0.15,0.33,0.36,0.09,0.00,0.07,0.00,6,0.06,0,0
36,23,80,0,828,525,18,29,17,0,16,0,7,0.648429584599797,0.0829875518672196,-1.25560538116592,NaN,-0.727272727272728,0.751879699248118,0.18,0.36,0.17,0.00,0.16,0.00,0.07,7,0.07,0,0
21,17,82,0,836,550,11,7,0,0,0,0,52,-0.871327254305978,-1.16182572614108,-0.956651718983558,NaN,-1.09090909090909,-1.12781954887218,0.11,0.09,0.00,0.00,0.00,0.00,0.52,16,0.16,1,0
25,17,80,0,832,546,10,10,0,0,0,0,52,-0.466058763931105,-1.16182572614108,-1.25560538116592,NaN,-0.909090909090914,-0.827067669172935,0.10,0.13,0.00,0.00,0.00,0.00,0.52,14,0.14,0,0
34,25,94,0,800,531,33,44,36,21,25,0,7,0.445795339412361,0.497925311203319,0.837070254110612,NaN,0.545454545454542,0.300751879699248,0.33,0.55,0.36,0.21,0.25,0.00,0.07,40,0.40,2,1
26,19,82,0,823,544,16,15,0,0,0,0,66,-0.364741641337386,-0.746887966804979,-0.956651718983558,NaN,-0.500000000000005,-0.676691729323314,0.16,0.19,0.00,0.00,0.00,0.00,0.66,21,0.21,1,0
39,19,80,0,826,543,1,14,0,0,0,0,55,0.952380952380952,-0.746887966804979,-1.25560538116592,NaN,-0.636363636363639,-0.601503759398497,0.01,0.18,0.00,0.00,0.00,0.00,0.55,14,0.14,0,0
18,17,86,0,804,531,37,30,21,0,0,2,16,-1.17527862208713,-1.16182572614108,-0.358744394618835,NaN,0.363636363636364,0.300751879699248,0.37,0.38,0.21,0.00,0.00,0.02,0.16,10,0.10,0,0
20,22,96,0,811,539,46,35,4,18,15,28,0,-0.972644376899696,-0.12448132780083,1.13602391629297,NaN,0.0454545454545445,-0.300751879699248,0.46,0.44,0.04,0.18,0.15,0.28,0.00,15,0.15,0,0
27,18,78,0,834,550,7,8,0,0,0,0,68,-0.263424518743668,-0.954356846473029,-1.55455904334828,NaN,-1,-1.12781954887218,0.07,0.10,0.00,0.00,0.00,0.00,0.68,20,0.20,1,0
48,20,96,0,823,519,4,30,37,0,0,14,13,1.86423505572442,-0.53941908713693,1.13602391629297,NaN,-0.500000000000005,1.20300751879699,0.04,0.38,0.37,0.00,0.00,0.14,0.13,4,0.04,0,0
43,34,80,0,792,549,51,40,0,44,68,0,8,1.35764944275583,2.36514522821577,-1.25560538116592,NaN,0.909090909090906,-1.05263157894737,0.51,0.50,0.00,0.44,0.68,0.00,0.08,27,0.27,1,0
21,32,103,0,804,531,30,45,0,4,40,60,13,-0.871327254305978,1.95020746887967,2.18236173393124,NaN,0.363636363636364,0.300751879699248,0.30,0.56,0.00,0.04,0.40,0.60,0.13,34,0.34,2,0
48,26,94,0,800,514,1,46,63,50,30,57,10,1.86423505572442,0.705394190871369,0.837070254110612,NaN,0.545454545454542,1.57894736842105,0.01,0.58,0.63,0.50,0.30,0.57,0.10,22,0.22,1,0
16,17,79,0,840,550,45,26,0,0,0,0,35,-1.37791286727457,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.45,0.33,0.00,0.00,0.00,0.00,0.35,12,0.12,0,0
20,22,93,0,791,535,5,32,11,61,8,34,15,-0.972644376899696,-0.12448132780083,0.687593423019431,NaN,0.95454545454545,0,0.05,0.40,0.11,0.61,0.08,0.34,0.15,10,0.10,0,0
24,31,88,0,800,540,13,31,0,7,41,3,0,-0.567375886524823,1.74273858921162,-0.0597907324364732,NaN,0.545454545454542,-0.375939849624065,0.13,0.39,0.00,0.07,0.41,0.03,0.00,11,0.11,0,0
22,17,96,0,806,525,27,36,56,11,0,48,0,-0.77001013171226,-1.16182572614108,1.13602391629297,NaN,0.272727272727267,0.751879699248118,0.27,0.45,0.56,0.11,0.00,0.48,0.00,9,0.09,0,0
23,27,90,0,774,520,15,49,40,62,25,13,0,-0.668693009118541,0.912863070539419,0.239162929745889,NaN,1.72727272727272,1.12781954887218,0.15,0.61,0.40,0.62,0.25,0.13,0.00,74,0.74,4,1
29,19,88,0,829,548,8,12,0,0,0,0,9,-0.0607902735562312,-0.746887966804979,-0.0597907324364732,NaN,-0.772727272727272,-0.977443609022562,0.08,0.15,0.00,0.00,0.00,0.00,0.09,5,0.05,0,0
24,21,92,0,792,550,29,28,0,10,9,19,0,-0.567375886524823,-0.33195020746888,0.53811659192825,NaN,0.909090909090906,-1.12781954887218,0.29,0.35,0.00,0.10,0.09,0.19,0.00,9,0.09,0,0
40,18,84,0,800,533,5,26,26,40,0,0,17,1.05369807497467,-0.954356846473029,-0.657698056801197,NaN,0.545454545454542,0.150375939849621,0.05,0.33,0.26,0.40,0.00,0.00,0.17,1,0.01,0,0
40,18,95,0,821,531,33,32,13,0,0,43,15,1.05369807497467,-0.954356846473029,0.986547085201793,NaN,-0.409090909090917,0.300751879699248,0.33,0.40,0.13,0.00,0.00,0.43,0.15,10,0.10,0,0
30,18,87,0,787,538,44,38,51,36,0,3,4,0.0405268490374872,-0.954356846473029,-0.209267563527654,NaN,1.13636363636363,-0.225563909774438,0.44,0.48,0.51,0.36,0.00,0.03,0.04,13,0.13,0,0
17,21,82,0,840,548,19,11,0,0,1,0,0,-1.27659574468085,-0.33195020746888,-0.956651718983558,NaN,-1.27272727272728,-0.977443609022562,0.19,0.14,0.00,0.00,0.01,0.00,0.00,2,0.02,0,0
25,17,83,0,840,550,16,17,0,0,0,0,37,-0.466058763931105,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.16,0.21,0.00,0.00,0.00,0.00,0.37,11,0.11,0,0
26,20,96,0,800,525,2,35,24,48,0,65,9,-0.364741641337386,-0.53941908713693,1.13602391629297,NaN,0.545454545454542,0.751879699248118,0.02,0.44,0.24,0.48,0.00,0.65,0.09,7,0.07,0,0
38,25,91,0,800,515,21,44,50,0,11,22,20,0.851063829787234,0.497925311203319,0.388639760837069,NaN,0.545454545454542,1.50375939849624,0.21,0.55,0.50,0.00,0.11,0.22,0.20,24,0.24,1,0
30,17,89,0,794,549,33,23,0,23,0,13,8,0.0405268490374872,-1.16182572614108,0.0896860986547077,NaN,0.818181818181813,-1.05263157894737,0.33,0.29,0.00,0.23,0.00,0.13,0.08,7,0.07,0,0
24,17,83,0,840,550,30,22,0,0,0,0,45,-0.567375886524823,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.30,0.28,0.00,0.00,0.00,0.00,0.45,13,0.13,0,0
40,19,92,0,800,509,26,46,53,27,0,67,0,1.05369807497467,-0.746887966804979,0.53811659192825,NaN,0.545454545454542,1.95488721804511,0.26,0.58,0.53,0.27,0.00,0.67,0.00,14,0.14,0,0
27,26,101,0,773,528,49,52,3,7,10,32,3,-0.263424518743668,0.705394190871369,1.88340807174888,NaN,1.77272727272727,0.52631578947368,0.49,0.65,0.03,0.07,0.10,0.32,0.03,35,0.35,2,0
26,23,91,0,780,550,42,35,0,41,13,55,4,-0.364741641337386,0.0829875518672196,0.388639760837069,NaN,1.45454545454545,-1.12781954887218,0.42,0.44,0.00,0.41,0.13,0.55,0.04,11,0.11,0,0
37,19,87,0,822,544,23,19,0,0,0,0,12,0.749746707193516,-0.746887966804979,-0.209267563527654,NaN,-0.454545454545461,-0.676691729323314,0.23,0.24,0.00,0.00,0.00,0.00,0.12,5,0.05,0,0
24,17,82,0,840,531,26,23,8,4,7,17,0,-0.567375886524823,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,0.300751879699248,0.26,0.29,0.08,0.04,0.07,0.17,0.00,10,0.10,0,0
35,21,96,0,825,531,22,31,14,3,10,29,0,0.547112462006079,-0.33195020746888,1.13602391629297,NaN,-0.590909090909094,0.300751879699248,0.22,0.39,0.14,0.03,0.10,0.29,0.00,15,0.15,0,0
43,32,96,0,782,542,47,50,0,43,48,66,16,1.35764944275583,1.95020746887967,1.13602391629297,NaN,1.36363636363636,-0.526315789473686,0.47,0.63,0.00,0.43,0.48,0.66,0.16,34,0.34,2,0
33,32,102,0,783,505,13,58,14,16,67,64,0,0.344478216818642,1.95020746887967,2.03288490284006,NaN,1.31818181818181,2.25563909774436,0.13,0.73,0.14,0.16,0.67,0.64,0.00,83,0.83,4,1
42,25,85,0,795,550,43,30,0,10,20,0,0,1.25633232016211,0.497925311203319,-0.508221225710016,NaN,0.772727272727268,-1.12781954887218,0.43,0.38,0.00,0.10,0.20,0.00,0.00,12,0.12,0,0
27,25,82,0,800,535,7,30,3,21,34,0,9,-0.263424518743668,0.497925311203319,-0.956651718983558,NaN,0.545454545454542,0,0.07,0.38,0.03,0.21,0.34,0.00,0.09,15,0.15,0,0
17,25,99,0,781,504,31,53,32,28,20,42,1,-1.27659574468085,0.497925311203319,1.58445440956652,NaN,1.40909090909091,2.33082706766917,0.31,0.66,0.32,0.28,0.20,0.42,0.01,36,0.36,2,0
24,17,94,0,817,531,28,37,67,44,0,42,13,-0.567375886524823,-1.16182572614108,0.837070254110612,NaN,-0.227272727272731,0.300751879699248,0.28,0.46,0.67,0.44,0.00,0.42,0.13,42,0.42,2,1
25,18,89,0,832,548,23,15,0,0,0,8,0,-0.466058763931105,-0.954356846473029,0.0896860986547077,NaN,-0.909090909090914,-0.977443609022562,0.23,0.19,0.00,0.00,0.00,0.08,0.00,4,0.04,0,0
18,21,96,0,785,511,26,49,67,43,0,52,0,-1.17527862208713,-0.33195020746888,1.13602391629297,NaN,1.22727272727273,1.80451127819548,0.26,0.61,0.67,0.43,0.00,0.52,0.00,30,0.30,1,0
31,17,82,0,840,550,16,17,0,0,0,0,0,0.141843971631206,-1.16182572614108,-0.956651718983558,NaN,-1.27272727272728,-1.12781954887218,0.16,0.21,0.00,0.00,0.00,0.00,0.00,1,0.01,0,0
22,17,98,0,840,550,54,22,0,0,0,44,16,-0.77001013171226,-1.16182572614108,1.43497757847534,NaN,-1.27272727272728,-1.12781954887218,0.54,0.28,0.00,0.00,0.00,0.44,0.16,6,0.06,0,0
13,29,82,0,800,522,39,43,13,0,53,0,22,-1.68186423505572,1.32780082987552,-0.956651718983558,NaN,0.545454545454542,0.977443609022556,0.39,0.54,0.13,0.00,0.53,0.00,0.22,31,0.31,2,0
36,30,92,0,782,517,17,53,25,67,56,28,23,0.648429584599797,1.53526970954357,0.53811659192825,NaN,1.36363636363636,1.35338345864661,0.17,0.66,0.25,0.67,0.56,0.28,0.23,57,0.57,3,1
31,27,84,0,840,531,10,28,6,2,58,0,1,0.141843971631206,0.912863070539419,-0.657698056801197,NaN,-1.27272727272728,0.300751879699248,0.10,0.35,0.06,0.02,0.58,0.00,0.01,20,0.20,1,0
34,17,83,0,840,550,29,22,0,0,0,0,58,0.445795339412361,-1.16182572614108,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.29,0.28,0.00,0.00,0.00,0.00,0.58,16,0.16,1,0
25,27,93,0,788,532,20,45,36,63,23,30,12,-0.466058763931105,0.912863070539419,0.687593423019431,NaN,1.09090909090909,0.225563909774431,0.20,0.56,0.36,0.63,0.23,0.30,0.12,21,0.21,1,0
18,17,78,0,814,531,45,32,49,16,0,0,13,-1.17527862208713,-1.16182572614108,-1.55455904334828,NaN,-0.090909090909097,0.300751879699248,0.45,0.40,0.49,0.16,0.00,0.00,0.13,10,0.10,0,0
34,17,81,0,840,550,20,18,0,0,0,0,45,0.445795339412361,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.20,0.23,0.00,0.00,0.00,0.00,0.45,11,0.11,0,0
32,29,104,0,786,531,28,50,6,43,41,50,14,0.243161094224924,1.32780082987552,2.33183856502242,NaN,1.18181818181818,0.300751879699248,0.28,0.63,0.06,0.43,0.41,0.50,0.14,59,0.59,3,1
47,32,94,0,794,535,12,43,32,24,63,15,1,1.7629179331307,1.95020746887967,0.837070254110612,NaN,0.818181818181813,0,0.12,0.54,0.32,0.24,0.63,0.15,0.01,25,0.25,1,0
37,17,79,0,800,547,32,23,8,32,0,0,3,0.749746707193516,-1.16182572614108,-1.4050822122571,NaN,0.545454545454542,-0.902255639097745,0.32,0.29,0.08,0.32,0.00,0.00,0.03,6,0.06,0,0
24,17,81,0,838,550,25,11,0,0,0,0,10,-0.567375886524823,-1.16182572614108,-1.10612855007474,NaN,-1.18181818181819,-1.12781954887218,0.25,0.14,0.00,0.00,0.00,0.00,0.10,3,0.03,0,0
35,31,83,0,795,525,30,47,49,66,57,0,0,0.547112462006079,1.74273858921162,-0.807174887892377,NaN,0.772727272727268,0.751879699248118,0.30,0.59,0.49,0.66,0.57,0.00,0.00,33,0.33,2,0
33,18,81,0,833,549,23,14,0,0,0,0,66,0.344478216818642,-0.954356846473029,-1.10612855007474,NaN,-0.954545454545458,-1.05263157894737,0.23,0.18,0.00,0.00,0.00,0.00,0.66,20,0.20,1,0
34,20,101,0,789,550,40,32,0,44,0,19,15,0.445795339412361,-0.53941908713693,1.88340807174888,NaN,1.04545454545454,-1.12781954887218,0.40,0.40,0.00,0.44,0.00,0.19,0.15,19,0.19,1,0
15,17,81,0,840,550,2,14,0,0,0,0,66,-1.47922998986829,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.02,0.18,0.00,0.00,0.00,0.00,0.66,18,0.18,1,0
26,17,93,0,799,520,27,42,50,57,0,29,4,-0.364741641337386,-1.16182572614108,0.687593423019431,NaN,0.590909090909086,1.12781954887218,0.27,0.53,0.50,0.57,0.00,0.29,0.04,36,0.36,2,0
49,20,92,0,820,542,40,29,0,11,2,47,1,1.96555217831814,-0.53941908713693,0.53811659192825,NaN,-0.363636363636364,-0.526315789473686,0.40,0.36,0.00,0.11,0.02,0.47,0.01,10,0.10,0,0
24,19,93,0,800,539,12,28,0,43,6,38,14,-0.567375886524823,-0.746887966804979,0.687593423019431,NaN,0.545454545454542,-0.300751879699248,0.12,0.35,0.00,0.43,0.06,0.38,0.14,8,0.08,0,0
19,23,83,0,840,550,44,18,0,0,4,0,5,-1.07396149949341,0.0829875518672196,-0.807174887892377,NaN,-1.27272727272728,-1.12781954887218,0.44,0.23,0.00,0.00,0.04,0.00,0.05,4,0.04,0,0
35,18,83,0,833,544,51,23,0,0,0,0,42,0.547112462006079,-0.954356846473029,-0.807174887892377,NaN,-0.954545454545458,-0.676691729323314,0.51,0.29,0.00,0.00,0.00,0.00,0.42,11,0.11,0,0
28,17,81,0,840,550,10,15,0,0,0,0,66,-0.16210739614995,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.10,0.19,0.00,0.00,0.00,0.00,0.66,21,0.21,1,0
32,25,102,0,779,534,33,46,6,36,20,46,0,0.243161094224924,0.497925311203319,2.03288490284006,NaN,1.5,0.0751879699248104,0.33,0.58,0.06,0.36,0.20,0.46,0.00,33,0.33,2,0
31,27,88,0,836,548,36,24,0,0,27,6,0,0.141843971631206,0.912863070539419,-0.0597907324364732,NaN,-1.09090909090909,-0.977443609022562,0.36,0.30,0.00,0.00,0.27,0.06,0.00,11,0.11,0,0
24,22,91,0,790,519,44,49,62,47,5,0,8,-0.567375886524823,-0.12448132780083,0.388639760837069,NaN,0.999999999999995,1.20300751879699,0.44,0.61,0.62,0.47,0.05,0.00,0.08,53,0.53,3,1
27,21,87,0,794,527,38,42,59,11,0,7,0,-0.263424518743668,-0.33195020746888,-0.209267563527654,NaN,0.818181818181813,0.601503759398497,0.38,0.53,0.59,0.11,0.00,0.07,0.00,18,0.18,1,0
47,25,93,0,833,532,12,30,16,0,22,38,0,1.7629179331307,0.497925311203319,0.687593423019431,NaN,-0.954545454545458,0.225563909774431,0.12,0.38,0.16,0.00,0.22,0.38,0.00,13,0.13,0,0
21,24,91,0,840,549,19,16,0,0,12,17,3,-0.871327254305978,0.290456431535269,0.388639760837069,NaN,-1.27272727272728,-1.05263157894737,0.19,0.20,0.00,0.00,0.12,0.17,0.03,7,0.07,0,0
49,17,98,0,840,511,19,35,47,0,0,66,15,1.96555217831814,-1.16182572614108,1.43497757847534,NaN,-1.27272727272728,1.80451127819548,0.19,0.44,0.47,0.00,0.00,0.66,0.15,13,0.13,0,0
24,29,84,0,836,538,34,30,14,0,47,0,12,-0.567375886524823,1.32780082987552,-0.657698056801197,NaN,-1.09090909090909,-0.225563909774438,0.34,0.38,0.14,0.00,0.47,0.00,0.12,13,0.13,0,0
39,31,87,0,782,531,23,46,34,48,36,3,12,0.952380952380952,1.74273858921162,-0.209267563527654,NaN,1.36363636363636,0.300751879699248,0.23,0.58,0.34,0.48,0.36,0.03,0.12,16,0.16,1,0
24,19,81,0,830,543,28,18,0,0,0,0,0,-0.567375886524823,-0.746887966804979,-1.10612855007474,NaN,-0.818181818181825,-0.601503759398497,0.28,0.23,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
21,17,92,0,794,550,23,23,0,16,0,22,0,-0.871327254305978,-1.16182572614108,0.53811659192825,NaN,0.818181818181813,-1.12781954887218,0.23,0.29,0.00,0.16,0.00,0.22,0.00,7,0.07,0,0
33,21,95,0,837,531,1,28,59,0,0,66,7,0.344478216818642,-0.33195020746888,0.986547085201793,NaN,-1.13636363636364,0.300751879699248,0.01,0.35,0.59,0.00,0.00,0.66,0.07,8,0.08,0,0
41,17,79,0,840,550,39,24,0,0,0,0,8,1.15501519756839,-1.16182572614108,-1.4050822122571,NaN,-1.27272727272728,-1.12781954887218,0.39,0.30,0.00,0.00,0.00,0.00,0.08,4,0.04,0,0
32,25,93,0,819,539,13,28,7,8,32,12,0,0.243161094224924,0.497925311203319,0.687593423019431,NaN,-0.318181818181819,-0.300751879699248,0.13,0.35,0.07,0.08,0.32,0.12,0.00,14,0.14,0,0
40,17,79,0,839,548,51,19,0,0,0,0,7,1.05369807497467,-1.16182572614108,-1.4050822122571,NaN,-1.22727272727273,-0.977443609022562,0.51,0.24,0.00,0.00,0.00,0.00,0.07,3,0.03,0,0
32,25,89,0,827,531,10,30,42,0,17,8,11,0.243161094224924,0.497925311203319,0.0896860986547077,NaN,-0.681818181818183,0.300751879699248,0.10,0.38,0.42,0.00,0.17,0.08,0.11,10,0.10,0,0
38,25,90,0,775,531,16,40,0,28,5,13,5,0.851063829787234,0.497925311203319,0.239162929745889,NaN,1.68181818181818,0.300751879699248,0.16,0.50,0.00,0.28,0.05,0.13,0.05,19,0.19,1,0
32,30,102,0,800,533,1,40,43,60,36,66,0,0.243161094224924,1.53526970954357,2.03288490284006,NaN,0.545454545454542,0.150375939849621,0.01,0.50,0.43,0.60,0.36,0.66,0.00,17,0.17,1,0
17,17,82,0,838,550,10,7,0,0,0,0,14,-1.27659574468085,-1.16182572614108,-0.956651718983558,NaN,-1.18181818181819,-1.12781954887218,0.10,0.09,0.00,0.00,0.00,0.00,0.14,6,0.06,0,0
31,21,93,0,820,528,17,31,5,12,14,17,5,0.141843971631206,-0.33195020746888,0.687593423019431,NaN,-0.363636363636364,0.52631578947368,0.17,0.39,0.05,0.12,0.14,0.17,0.05,9,0.09,0,0
25,30,94,0,812,531,22,40,22,14,44,33,21,-0.466058763931105,1.53526970954357,0.837070254110612,NaN,0,0.300751879699248,0.22,0.50,0.22,0.14,0.44,0.33,0.21,28,0.28,1,0
13,25,98,0,776,525,46,52,17,31,14,66,11,-1.68186423505572,0.497925311203319,1.43497757847534,NaN,1.63636363636363,0.751879699248118,0.46,0.65,0.17,0.31,0.14,0.66,0.11,69,0.69,3,1
36,17,85,0,824,547,25,16,0,0,0,0,0,0.648429584599797,-1.16182572614108,-0.508221225710016,NaN,-0.54545454545455,-0.902255639097745,0.25,0.20,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0
28,29,101,0,772,518,18,58,66,66,29,66,0,-0.16210739614995,1.32780082987552,1.88340807174888,NaN,1.81818181818182,1.2781954887218,0.18,0.73,0.66,0.66,0.29,0.66,0.00,62,0.62,3,1
36,18,81,0,834,547,9,11,0,0,0,0,66,0.648429584599797,-0.954356846473029,-1.10612855007474,NaN,-1,-0.902255639097745,0.09,0.14,0.00,0.00,0.00,0.00,0.66,22,0.22,1,0
40,18,95,0,840,550,7,11,0,0,0,52,0,1.05369807497467,-0.954356846473029,0.986547085201793,NaN,-1.27272727272728,-1.12781954887218,0.07,0.14,0.00,0.00,0.00,0.52,0.00,7,0.07,0,0
15,18,85,0,835,548,46,17,0,0,0,0,1,-1.47922998986829,-0.954356846473029,-0.508221225710016,NaN,-1.04545454545455,-0.977443609022562,0.46,0.21,0.00,0.00,0.00,0.00,0.01,2,0.02,0,0
28,17,80,0,835,548,3,7,0,0,0,0,66,-0.16210739614995,-1.16182572614108,-1.25560538116592,NaN,-1.04545454545455,-0.977443609022562,0.03,0.09,0.00,0.00,0.00,0.00,0.66,21,0.21,1,0
41,29,96,0,788,550,49,42,0,21,39,49,5,1.15501519756839,1.32780082987552,1.13602391629297,NaN,1.09090909090909,-1.12781954887218,0.49,0.53,0.00,0.21,0.39,0.49,0.05,24,0.24,1,0
16,20,91,0,838,518,27,30,20,0,13,7,5,-1.37791286727457,-0.53941908713693,0.388639760837069,NaN,-1.18181818181819,1.2781954887218,0.27,0.38,0.20,0.00,0.13,0.07,0.05,12,0.12,0,0
43,27,87,0,811,517,16,42,66,11,23,56,2,1.35764944275583,0.912863070539419,-0.209267563527654,NaN,0.0454545454545445,1.35338345864661,0.16,0.53,0.66,0.11,0.23,0.56,0.02,18,0.18,1,0
40,24,89,0,836,529,13,28,38,0,9,38,8,1.05369807497467,0.290456431535269,0.0896860986547077,NaN,-1.09090909090909,0.451127819548869,0.13,0.35,0.38,0.00,0.09,0.38,0.08,8,0.08,0,0
38,17,80,0,840,550,38,24,0,0,0,0,62,0.851063829787234,-1.16182572614108,-1.25560538116592,NaN,-1.27272727272728,-1.12781954887218,0.38,0.30,0.00,0.00,0.00,0.00,0.62,17,0.17,1,0
27,25,89,0,840,550,4,14,0,0,34,0,5,-0.263424518743668,0.497925311203319,0.0896860986547077,NaN,-1.27272727272728,-1.12781954887218,0.04,0.18,0.00,0.00,0.34,0.00,0.05,10,0.10,0,0
45,17,81,0,840,550,49,28,0,0,0,0,39,1.56028368794326,-1.16182572614108,-1.10612855007474,NaN,-1.27272727272728,-1.12781954887218,0.49,0.35,0.00,0.00,0.00,0.00,0.39,10,0.10,0,0
31,20,88,0,797,531,23,36,25,23,0,0,0,0.141843971631206,-0.53941908713693,-0.0597907324364732,NaN,0.681818181818179,0.300751879699248,0.23,0.45,0.25,0.23,0.00,0.00,0.00,25,0.25,1,0
